"","id","event_type","team_id","player_id","player_name","x","y","min","min_added","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","expected_goals","expected_goals_on_target","shot_type","situation","period","is_own_goal","on_goal_shot.x","on_goal_shot.y","on_goal_shot.zoomRatio","first_name","last_name","team_color"
"27",2446327343,"AttemptSaved",8535, 127460,"Giacomo Bonaventura", 90.60000,33.77125,60,NA,TRUE,TRUE, 94.57895,34.00000,34.61000,1.21999999,0.09027818,NA,"LeftFoot","RegularPlay","SecondHalf",FALSE,0.838624339,0.322751321,1.000000000,"Giacomo","Bonaventura","#782078"
"28",2446327597,"Miss",8535, 776940,"Christian Kouamé", 99.50000,27.53048,61,NA,FALSE,FALSE,NA,NA,42.87094,0.62284210,0.09385788,NA,"Header","FromCorner","SecondHalf",FALSE,0.000000000,0.070211531,0.426110544,"Christian","Kouamé","#782078"
"29",2446328261,"AttemptSaved",8535, 463291,"Luka Jovic", 98.05263,40.80572,63,NA,FALSE,TRUE,102.34483,37.27875,33.46625,1.74652631,0.08201984,0.0693,"Header","RegularPlay","SecondHalf",FALSE,1.141203704,0.462043997,1.000000000,"Luka","Jovic","#782078"
"30",2446329485,"AttemptSaved",7801, 415386,"Cristian Buonaiuto", 84.95735,39.71309,68,NA,TRUE,TRUE, 87.85588,38.78857,34.07625,1.21999999,0.04417071,NA,"RightFoot","RegularPlay","SecondHalf",FALSE,0.979828042,0.322751321,1.000000000,"Cristian","Buonaiuto","#C8091D"
"31",2446329775,"Goal",7801, 279820,"Matteo Bianchetti",104.33621,35.83000,68,NA,FALSE,TRUE,NA,NA,36.74500,0.12200000,0.68946153,0.9935,"LeftFoot","FromCorner","SecondHalf",FALSE,0.273809524,0.032275132,1.000000000,"Matteo","Bianchetti","#C8091D"
"32",2446331973,"AttemptSaved",7801, 415386,"Cristian Buonaiuto", 73.58786,46.73325,73,NA,TRUE,TRUE, 84.95735,42.40844,33.23750,1.21999999,0.01408815,NA,"RightFoot","FreeKick","SecondHalf",FALSE,1.201719577,0.322751321,1.000000000,"Cristian","Buonaiuto","#C8091D"
"33",2446335343,"AttemptSaved",8535, 239350,"Cristiano Biraghi", 77.19175,24.06930,80,NA,FALSE,TRUE,103.29310,33.69500,31.02625,1.78505262,0.03495643,0.4026,"LeftFoot","FreeKick","SecondHalf",FALSE,1.786706349,0.472236144,1.000000000,"Cristiano","Biraghi","#782078"
"34",2446336945,"AttemptSaved",8535, 846948,"Szymon Zurkowski", 87.64117,36.36375,84,NA,FALSE,TRUE,102.81897,34.38125,34.99125,0.08347368,0.06967536,0.0709,"RightFoot","RegularPlay","SecondHalf",FALSE,0.737764550,0.022082985,1.000000000,"Szymon","Zurkowski","#782078"
"35",2446337487,"AttemptSaved",8535, 127460,"Giacomo Bonaventura", 92.80000,26.57437,85,NA,FALSE,TRUE,103.19828,31.40750,30.56875,0.64852631,0.08391723,0.2716,"LeftFoot","RegularPlay","SecondHalf",FALSE,1.907738095,0.171567808,1.000000000,"Giacomo","Bonaventura","#782078"
"36",2446337673,"Miss",7801, 526230,"Cyriel Dessers", 91.30000,25.24469,85,NA,FALSE,FALSE,NA,NA,33.54250,4.09806897,0.11267725,NA,"RightFoot","RegularPlay","SecondHalf",FALSE,1.075606651,0.677248677,0.624684460,"Cyriel","Dessers","#C8091D"
"37",2446338643,"AttemptSaved",8535, 127460,"Giacomo Bonaventura", 94.28948,30.34000,88,NA,TRUE,TRUE, 99.11404,31.25500,32.39875,1.21999999,0.22869855,NA,"LeftFoot","RegularPlay","SecondHalf",FALSE,1.423611111,0.322751321,1.000000000,"Giacomo","Bonaventura","#782078"
"38",2446338753,"Miss",8535, 841672,"Nicolas González",100.25862,25.53375,88,NA,FALSE,FALSE,NA,NA,23.92917,0.53294737,0.10238269,NA,"RightFoot","RegularPlay","SecondHalf",FALSE,2.000000000,0.052919915,0.375341530,"Nicolas","González","#782078"
"39",2446340093,"AttemptSaved",8535, 766611,"Nikola Milenkovic",100.44827,36.36375,90, 1,FALSE,TRUE,103.95690,34.83875,34.00000,1.90705262,0.21827388,0.1332,"Header","FromCorner","SecondHalf",FALSE,1.000000000,0.504511276,1.000000000,"Nikola","Milenkovic","#782078"
"40",2446340295,"Miss",8535, 766611,"Nikola Milenkovic", 96.31579,30.30400,90, 2,FALSE,FALSE,NA,NA,41.71469,1.60526315,0.08244026,NA,"Header","FromCorner","SecondHalf",FALSE,0.000000000,0.208078830,0.489974480,"Nikola","Milenkovic","#782078"
"41",2446341595,"Goal",8535, 577911,"Rolando Mandragora", 86.56764,60.26009,90, 5,FALSE,TRUE,NA,NA,30.56875,1.18147368,0.01046503,0.6136,"LeftFoot","RegularPlay","SecondHalf",FALSE,1.907738095,0.312559174,1.000000000,"Rolando","Mandragora","#782078"
