"","id","event_type","team_id","player_id","player_name","x","y","min","min_added","is_blocked","is_on_target","blocked_x","blocked_y","goal_crossed_y","goal_crossed_z","expected_goals","expected_goals_on_target","shot_type","situation","period","is_own_goal","on_goal_shot.x","on_goal_shot.y","on_goal_shot.zoomRatio","first_name","last_name","team_color"
"1",2445490801,"AttemptSaved",9882,847357,"Mehdi Leris", 92.40000,33.54250, 1,NA,TRUE,TRUE, 93.20000,32.47500,34.99125,1.21999999,0.22007841,NA,"RightFoot","RegularPlay","FirstHalf",FALSE, 7.377646e-01, 3.227513e-01, 1.000000e+00,"Mehdi","Leris","#0888D0"
"2",2445493277,"Miss",8524,116555,"Duvan Zapata", 94.09649,18.25401, 5,NA,FALSE,FALSE,NA,NA,33.92375,4.46303449,0.01966631,NA,"RightFoot","RegularPlay","FirstHalf",FALSE, 1.011571e+00, 6.772487e-01, 5.736008e-01,"Duvan","Zapata","#1878B8"
"3",2445505851,"Post",8524,759097,"Joakim Maehle",102.72414,36.05875,22,NA,FALSE,FALSE,NA,NA,37.70800,0.20547368,0.83441663,NA,"RightFoot","RegularPlay","FirstHalf",FALSE, 1.904762e-02, 5.435812e-02, 1.000000e+00,"Joakim","Maehle","#1878B8"
"4",2445508189,"Goal",8524,127374,"Rafael Toloi",103.29310,36.21125,26,NA,FALSE,TRUE,NA,NA,35.44875,0.20547368,0.79133439,0.9789,"RightFoot","RegularPlay","FirstHalf",FALSE, 6.167328e-01, 5.435812e-02, 1.000000e+00,"Rafael","Toloi","#1878B8"
"5",2445511517,"AttemptSaved",8524,116555,"Duvan Zapata", 92.90000,48.76509,31,NA,FALSE,TRUE,103.38793,35.29625,35.98250,0.08347368,0.03622389,0.1064,"RightFoot","RegularPlay","FirstHalf",FALSE, 4.755291e-01, 2.208299e-02, 1.000000e+00,"Duvan","Zapata","#1878B8"
"6",2445512435,"AttemptSaved",9882,769644,"Abdelhamid Sabiri", 88.70000,22.31771,33,NA,FALSE,TRUE,103.76724,31.86500,30.56875,0.12200000,0.03820485,0.3440,"LeftFoot","RegularPlay","FirstHalf",FALSE, 1.907738e+00, 3.227513e-02, 1.000000e+00,"Abdelhamid","Sabiri","#0888D0"
"7",2445516571,"AttemptSaved",8524,446266,"Mario Pasalic", 79.33155,25.76500,37,NA,TRUE,TRUE, 82.14709,24.34955,35.83000,0.89252631,0.01667342,NA,"RightFoot","RegularPlay","FirstHalf",FALSE, 5.158730e-01, 2.361181e-01, 1.000000e+00,"Mario","Pasalic","#1878B8"
"8",2445520081,"AttemptSaved",9882,769644,"Abdelhamid Sabiri", 73.02476,54.01987,41,NA,TRUE,TRUE, 95.15789,38.36833,32.70375,1.21999999,0.01358905,NA,"RightFoot","SetPiece","FirstHalf",FALSE, 1.342923e+00, 3.227513e-01, 1.000000e+00,"Abdelhamid","Sabiri","#0888D0"
"9",2445524989,"AttemptSaved",9882,769644,"Abdelhamid Sabiri", 77.75486,35.06750,45, 0,TRUE,TRUE, 81.47136,32.47500,34.30500,1.21999999,0.01985121,NA,"RightFoot","RegularPlay","FirstHalf",FALSE, 9.193122e-01, 3.227513e-01, 1.000000e+00,"Abdelhamid","Sabiri","#0888D0"
"10",2445526379,"Miss",9882,769644,"Abdelhamid Sabiri", 76.29078,27.53048,45, 2,FALSE,FALSE,NA,NA,30.34000,3.85475862,0.03788069,NA,"RightFoot","FreeKick","FirstHalf",FALSE, 1.643031e+00, 6.772487e-01, 6.641142e-01,"Abdelhamid","Sabiri","#0888D0"
"11",2445550997,"AttemptSaved",8524,446266,"Mario Pasalic",102.62931,43.44025,56,NA,TRUE,TRUE,102.91379,42.40844,35.52500,1.21999999,0.08412132,NA,"LeftFoot","RegularPlay","SecondHalf",FALSE, 5.965608e-01, 3.227513e-01, 1.000000e+00,"Mario","Pasalic","#1878B8"
"12",2445557421,"AttemptSaved",9882,722983,"Fabio Depaoli", 94.48246,26.69000,64,NA,TRUE,TRUE,101.01724,31.63625,37.27875,1.42547368,0.11150679,NA,"LeftFoot","RegularPlay","SecondHalf",FALSE, 1.326058e-01, 3.771094e-01, 1.000000e+00,"Fabio","Depaoli","#0888D0"
"13",2445557689,"Miss",9882,769644,"Abdelhamid Sabiri", 95.73685,35.22000,64,NA,FALSE,FALSE,NA,NA,54.75033,0.53294737,0.09001926,NA,"Header","RegularPlay","SecondHalf",FALSE,-2.220446e-16, 2.568380e-02, 1.821658e-01,"Abdelhamid","Sabiri","#0888D0"
"14",2445559055,"AttemptSaved",8524,866516,"Teun Koopmeiners", 87.74853,15.17121,67,NA,TRUE,TRUE, 89.20000,19.51516,34.45750,1.21999999,0.02792081,NA,"LeftFoot","SetPiece","SecondHalf",FALSE, 8.789683e-01, 3.227513e-01, 1.000000e+00,"Teun","Koopmeiners","#1878B8"
"15",2445559073,"Miss",8524,759097,"Joakim Maehle", 86.67500,42.23500,67,NA,FALSE,FALSE,NA,NA,33.31375,6.39213794,0.03132647,NA,"RightFoot","SetPiece","SecondHalf",FALSE, 1.072708e+00, 6.772487e-01, 4.004920e-01,"Joakim","Maehle","#1878B8"
"16",2445560417,"Post",9882,769644,"Abdelhamid Sabiri", 87.53382,40.30143,70,NA,FALSE,FALSE,NA,NA,30.29200,0.77052631,0.13177988,NA,"RightFoot","FreeKick","SecondHalf",FALSE, 1.980952e+00, 2.038429e-01, 1.000000e+00,"Abdelhamid","Sabiri","#0888D0"
"17",2445566601,"AttemptSaved",9882,769644,"Abdelhamid Sabiri", 82.37233,47.99439,78,NA,TRUE,TRUE, 81.02087,48.34471,34.07625,1.21999999,0.02172959,NA,"RightFoot","RegularPlay","SecondHalf",FALSE, 9.798280e-01, 3.227513e-01, 1.000000e+00,"Abdelhamid","Sabiri","#0888D0"
"18",2445566733,"Miss",9882, 39540,"Fabio Quagliarella", 96.21930,43.79057,78,NA,FALSE,FALSE,NA,NA,28.37095,0.08989474,0.09937346,NA,"LeftFoot","RegularPlay","SecondHalf",FALSE, 2.000000e+00, 1.596979e-02, 6.715168e-01,"Fabio","Quagliarella","#0888D0"
