id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
328102,44,MissedShots,0.775,0.49400001525878906,0.06674530357122421,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13176,Roma,AC Milan,2,1,2019-10-27 17:00:00,,TakeOn
334248,72,MissedShots,0.76,0.524000015258789,0.024430200457572937,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13228,Parma Calcio 1913,AC Milan,0,1,2019-12-01 14:00:00,Hakan Calhanoglu,Pass
337546,82,ShotOnPost,0.865,0.7,0.044077400118112564,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13246,AC Milan,Sassuolo,0,0,2019-12-15 14:00:00,Giacomo Bonaventura,Pass
337549,86,ShotOnPost,0.779000015258789,0.5990000152587891,0.029367100447416306,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13246,AC Milan,Sassuolo,0,0,2019-12-15 14:00:00,Theo Hernández,Pass
339141,41,BlockedShot,0.84,0.395,0.05409400165081024,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13249,Atalanta,AC Milan,5,0,2019-12-22 11:30:00,Franck Kessié,Pass
354058,64,SavedShot,0.9169999694824219,0.6780000305175782,0.05703340098261833,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13265,AC Milan,Sampdoria,0,0,2020-01-06 14:00:00,Mateo Musacchio,BallRecovery
354062,70,MissedShots,0.94,0.575,0.46045899391174316,Rafael Leão,h,7193,SetPiece,2019,RightFoot,13265,AC Milan,Sampdoria,0,0,2020-01-06 14:00:00,Mateo Musacchio,HeadPass
354066,87,MissedShots,0.7959999847412109,0.6619999694824219,0.025449300184845924,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13265,AC Milan,Sampdoria,0,0,2020-01-06 14:00:00,,None
354149,30,MissedShots,0.9830000305175781,0.44299999237060544,0.638683021068573,Rafael Leão,a,7193,FromCorner,2019,RightFoot,13269,Cagliari,AC Milan,0,2,2020-01-11 14:00:00,Alessio Romagnoli,Rebound
354157,45,Goal,0.8919999694824219,0.38799999237060545,0.1079619973897934,Rafael Leão,a,7193,SetPiece,2019,RightFoot,13269,Cagliari,AC Milan,0,2,2020-01-11 14:00:00,Samu Castillejo,Throughball
355094,43,BlockedShot,0.8880000305175781,0.42200000762939455,0.041036300361156464,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13286,AC Milan,Udinese,3,2,2020-01-19 11:30:00,,Aerial
355107,64,SavedShot,0.8569999694824219,0.4520000076293945,0.09618449956178665,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13286,AC Milan,Udinese,3,2,2020-01-19 11:30:00,Samu Castillejo,Pass
355111,70,BlockedShot,0.9230000305175782,0.6719999694824219,0.07326149940490723,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13286,AC Milan,Udinese,3,2,2020-01-19 11:30:00,Ante Rebic,Pass
355114,75,BlockedShot,0.845,0.509000015258789,0.10642100125551224,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13286,AC Milan,Udinese,3,2,2020-01-19 11:30:00,Ante Rebic,Pass
355540,11,BlockedShot,0.7290000152587891,0.5329999923706055,0.01816990040242672,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13289,Brescia,AC Milan,0,1,2020-01-24 19:45:00,Samu Castillejo,Pass
357184,42,MissedShots,0.735,0.4,0.03949280083179474,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13305,AC Milan,Verona,1,1,2020-02-02 14:00:00,Hakan Calhanoglu,Pass
357185,43,BlockedShot,0.81,0.37599998474121094,0.11994999647140503,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13305,AC Milan,Verona,1,1,2020-02-02 14:00:00,Davide Calabria,TakeOn
357196,71,SavedShot,0.88,0.6029999923706054,0.09924910217523575,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13305,AC Milan,Verona,1,1,2020-02-02 14:00:00,Lucas Paquetá,Pass
357201,83,SavedShot,0.7669999694824219,0.5159999847412109,0.027964899316430092,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13305,AC Milan,Verona,1,1,2020-02-02 14:00:00,Ante Rebic,Pass
358669,86,BlockedShot,0.8090000152587891,0.605999984741211,0.04364030063152313,Rafael Leão,a,7193,OpenPlay,2019,LeftFoot,13312,Inter,AC Milan,4,2,2020-02-09 19:45:00,Giacomo Bonaventura,Pass
365952,71,Goal,0.9719999694824218,0.5220000076293946,0.7568730115890503,Rafael Leão,a,7193,OpenPlay,2019,Head,13354,Lecce,AC Milan,1,4,2020-06-22 17:30:00,Andrea Conti,Cross
368268,78,Goal,0.8540000152587891,0.5220000076293946,0.059346798807382584,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13375,SPAL 2013,AC Milan,2,2,2020-07-01 19:45:00,,None
368273,91,BlockedShot,0.9059999847412109,0.534000015258789,0.12437199801206589,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13375,SPAL 2013,AC Milan,2,2,2020-07-01 19:45:00,Alexis Saelemaekers,Pass
369568,66,Goal,0.9059999847412109,0.720999984741211,0.04753980040550232,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13394,AC Milan,Juventus,4,2,2020-07-07 19:45:00,Ante Rebic,BallTouch
369571,74,BlockedShot,0.8059999847412109,0.345,0.04006839916110039,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13394,AC Milan,Juventus,4,2,2020-07-07 19:45:00,Theo Hernández,Pass
371139,63,MissedShots,0.740999984741211,0.62,0.01948229968547821,Rafael Leão,a,7193,OpenPlay,2019,LeftFoot,13401,Napoli,AC Milan,2,2,2020-07-12 19:45:00,Franck Kessié,Pass
371573,28,MissedShots,0.9030000305175782,0.6659999847412109,0.07294400036334991,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13416,AC Milan,Parma Calcio 1913,3,1,2020-07-15 17:30:00,Franck Kessié,Pass
371587,57,MissedShots,0.8919999694824219,0.629000015258789,0.03160500153899193,Rafael Leão,h,7193,FromCorner,2019,Head,13416,AC Milan,Parma Calcio 1913,3,1,2020-07-15 17:30:00,,None
372415,67,BlockedShot,0.8669999694824219,0.5459999847412109,0.10783900320529938,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13424,AC Milan,Bologna,5,1,2020-07-18 19:45:00,,Dispossessed
372419,75,SavedShot,0.88,0.685,0.07172270119190216,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13424,AC Milan,Bologna,5,1,2020-07-18 19:45:00,Ismael Bennacer,Pass
372422,84,SavedShot,0.77,0.4159999847412109,0.034628499299287796,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13424,AC Milan,Bologna,5,1,2020-07-18 19:45:00,Lorenzo Colombo,BallRecovery
374178,69,MissedShots,0.845,0.34,0.07437659800052643,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13456,Sampdoria,AC Milan,1,4,2020-07-29 17:30:00,Samu Castillejo,Pass
374188,91,Goal,0.8190000152587891,0.47299999237060547,0.08555559813976288,Rafael Leão,a,7193,OpenPlay,2019,RightFoot,13456,Sampdoria,AC Milan,1,4,2020-07-29 17:30:00,Giacomo Bonaventura,Pass
374425,9,ShotOnPost,0.9680000305175781,0.615,0.32517901062965393,Rafael Leão,h,7193,OpenPlay,2019,LeftFoot,13464,AC Milan,Cagliari,3,0,2020-08-01 18:45:00,Hakan Calhanoglu,Pass
374431,22,ShotOnPost,0.9269999694824219,0.5570000076293945,0.13343900442123413,Rafael Leão,h,7193,OpenPlay,2019,RightFoot,13464,AC Milan,Cagliari,3,0,2020-08-01 18:45:00,Davide Calabria,Cross
379667,85,BlockedShot,0.88,0.5579999923706055,0.24226799607276917,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,14130,Crotone,AC Milan,0,2,2020-09-27 16:00:00,Franck Kessié,TakeOn
381388,37,BlockedShot,0.7469999694824219,0.715999984741211,0.0182023998349905,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15454,AC Milan,Spezia,3,0,2020-10-04 16:00:00,Rade Krunic,Pass
381396,56,Goal,0.9569999694824218,0.524000015258789,0.5966709852218628,Rafael Leão,h,7193,SetPiece,2020,RightFoot,15454,AC Milan,Spezia,3,0,2020-10-04 16:00:00,Hakan Calhanoglu,Cross
381400,77,Goal,0.9740000152587891,0.49700000762939456,0.8940370082855225,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15454,AC Milan,Spezia,3,0,2020-10-04 16:00:00,Franck Kessié,HeadPass
381972,55,MissedShots,0.769000015258789,0.59,0.032709598541259766,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15457,Inter,AC Milan,1,2,2020-10-17 16:00:00,Franck Kessié,Pass
386929,22,SavedShot,0.7719999694824219,0.5070000076293946,0.1667100042104721,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15492,AC Milan,Verona,2,2,2020-11-08 19:45:00,Franck Kessié,TakeOn
386931,25,MissedShots,0.7969999694824219,0.7,0.023479999974370003,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15492,AC Milan,Verona,2,2,2020-11-08 19:45:00,Ismael Bennacer,Pass
386942,50,BlockedShot,0.7730000305175782,0.595999984741211,0.02616240084171295,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15492,AC Milan,Verona,2,2,2020-11-08 19:45:00,Hakan Calhanoglu,Pass
386953,75,MissedShots,0.860999984741211,0.5209999847412109,0.07468560338020325,Rafael Leão,h,7193,FromCorner,2020,RightFoot,15492,AC Milan,Verona,2,2,2020-11-08 19:45:00,,Rebound
394452,0,Goal,0.879000015258789,0.615999984741211,0.29882898926734924,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15554,Sassuolo,AC Milan,1,2,2020-12-20 14:00:00,Hakan Calhanoglu,Pass
394463,44,MissedShots,0.8530000305175781,0.6329999923706054,0.11363399773836136,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15554,Sassuolo,AC Milan,1,2,2020-12-20 14:00:00,Hakan Calhanoglu,Pass
395369,10,SavedShot,0.8930000305175781,0.3240000152587891,0.0923829972743988,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15559,AC Milan,Lazio,3,2,2020-12-23 19:45:00,Pierre Kalulu Kyatengwa,Pass
395380,56,BlockedShot,0.8730000305175781,0.6890000152587891,0.06367199867963791,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15559,AC Milan,Lazio,3,2,2020-12-23 19:45:00,Hakan Calhanoglu,Pass
396992,19,MissedShots,0.91,0.754000015258789,0.04025069996714592,Rafael Leão,a,7193,OpenPlay,2020,LeftFoot,15567,Benevento,AC Milan,0,2,2021-01-03 17:00:00,Ante Rebic,Pass
397000,48,Goal,0.9009999847412109,0.8180000305175781,0.027396000921726227,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15567,Benevento,AC Milan,0,2,2021-01-03 17:00:00,Ante Rebic,Pass
397510,2,MissedShots,0.795,0.655,0.02948869951069355,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15581,AC Milan,Juventus,1,3,2021-01-06 19:45:00,Simon Kjaer,Chipped
397520,21,MissedShots,0.7959999847412109,0.395,0.03440909832715988,Rafael Leão,h,7193,OpenPlay,2020,LeftFoot,15581,AC Milan,Juventus,1,3,2021-01-06 19:45:00,Hakan Calhanoglu,TakeOn
397522,26,SavedShot,0.895,0.635,0.07620470225811005,Rafael Leão,h,7193,OpenPlay,2020,LeftFoot,15581,AC Milan,Juventus,1,3,2021-01-06 19:45:00,Jens Petter Hauge,Pass
397957,24,Goal,0.8719999694824219,0.509000015258789,0.3549230098724365,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15590,AC Milan,Torino,2,0,2021-01-09 19:45:00,Brahim Diaz,Pass
401516,6,MissedShots,0.845999984741211,0.5540000152587891,0.08593879640102386,Rafael Leão,a,7193,OpenPlay,2020,LeftFoot,15619,Bologna,AC Milan,1,2,2021-01-30 14:00:00,Ante Rebic,Pass
401523,28,SavedShot,0.815,0.6909999847412109,0.05372919887304306,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15619,Bologna,AC Milan,1,2,2021-01-30 14:00:00,Alexis Saelemaekers,Pass
401526,32,SavedShot,0.7719999694824219,0.649000015258789,0.019746599718928337,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15619,Bologna,AC Milan,1,2,2021-01-30 14:00:00,Zlatan Ibrahimovic,TakeOn
403720,10,BlockedShot,0.9009999847412109,0.68,0.08957900106906891,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15628,AC Milan,Crotone,4,0,2021-02-07 14:00:00,Theo Hernández,Pass
403724,24,MissedShots,0.875999984741211,0.57,0.10646399855613708,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15628,AC Milan,Crotone,4,0,2021-02-07 14:00:00,Ante Rebic,Pass
403731,60,SavedShot,0.8630000305175781,0.5640000152587891,0.11051800101995468,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15628,AC Milan,Crotone,4,0,2021-02-07 14:00:00,Ante Rebic,Pass
407592,68,SavedShot,0.845999984741211,0.6179999923706054,0.09437789767980576,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15663,Roma,AC Milan,1,2,2021-02-28 19:45:00,Theo Hernández,TakeOn
408077,37,SavedShot,0.9169999694824219,0.539000015258789,0.08755770325660706,Rafael Leão,h,7193,SetPiece,2020,RightFoot,15672,AC Milan,Udinese,1,1,2021-03-03 19:45:00,,None
408085,77,MissedShots,0.9319999694824219,0.54,0.050886400043964386,Rafael Leão,h,7193,OpenPlay,2020,Head,15672,AC Milan,Udinese,1,1,2021-03-03 19:45:00,Davide Calabria,Aerial
408913,14,MissedShots,0.93,0.5479999923706055,0.33842000365257263,Rafael Leão,a,7193,OpenPlay,2020,Head,15682,Verona,AC Milan,0,2,2021-03-07 14:00:00,Davide Calabria,Cross
408915,31,MissedShots,0.8719999694824219,0.32599998474121095,0.13026200234889984,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15682,Verona,AC Milan,0,2,2021-03-07 14:00:00,Rade Krunic,Throughball
410708,3,SavedShot,0.950999984741211,0.61,0.3531950116157532,Rafael Leão,h,7193,OpenPlay,2020,LeftFoot,15690,AC Milan,Napoli,0,1,2021-03-14 19:45:00,Theo Hernández,Throughball
410714,19,MissedShots,0.8480000305175781,0.65,0.10523799806833267,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15690,AC Milan,Napoli,0,1,2021-03-14 19:45:00,Hakan Calhanoglu,Chipped
410717,32,SavedShot,0.8009999847412109,0.41,0.04201149940490723,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15690,AC Milan,Napoli,0,1,2021-03-14 19:45:00,Samu Castillejo,Pass
410727,64,SavedShot,0.9569999694824218,0.47299999237060547,0.5748810172080994,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15690,AC Milan,Napoli,0,1,2021-03-14 19:45:00,Ante Rebic,Cross
413999,93,Goal,0.8640000152587891,0.5529999923706055,0.42987701296806335,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15722,Parma Calcio 1913,AC Milan,1,3,2021-04-10 16:00:00,Diogo Dalot,Pass
415525,18,SavedShot,0.875,0.35700000762939454,0.09268230199813843,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15728,AC Milan,Genoa,2,1,2021-04-18 10:30:00,Hakan Calhanoglu,Pass
415538,58,BlockedShot,0.775,0.4209999847412109,0.02998330071568489,Rafael Leão,h,7193,OpenPlay,2020,LeftFoot,15728,AC Milan,Genoa,2,1,2021-04-18 10:30:00,Hakan Calhanoglu,TakeOn
416316,25,BlockedShot,0.9219999694824219,0.635,0.0787637010216713,Rafael Leão,h,7193,OpenPlay,2020,LeftFoot,15744,AC Milan,Sassuolo,1,2,2021-04-21 16:30:00,Diogo Dalot,Chipped
416320,32,MissedShots,0.8119999694824219,0.5690000152587891,0.0685989037156105,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15744,AC Milan,Sassuolo,1,2,2021-04-21 16:30:00,Franck Kessié,Pass
416332,68,SavedShot,0.7909999847412109,0.2929999923706055,0.020579200237989426,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15744,AC Milan,Sassuolo,1,2,2021-04-21 16:30:00,Alexis Saelemaekers,Chipped
418749,15,SavedShot,0.91,0.624000015258789,0.4248169958591461,Rafael Leão,h,7193,OpenPlay,2020,RightFoot,15757,AC Milan,Benevento,2,0,2021-05-01 18:45:00,Franck Kessié,Pass
418752,34,MissedShots,0.925,0.620999984741211,0.02746110036969185,Rafael Leão,h,7193,OpenPlay,2020,Head,15757,AC Milan,Benevento,2,0,2021-05-01 18:45:00,Hakan Calhanoglu,Aerial
424267,67,ShotOnPost,0.91,0.425,0.4043009877204895,Rafael Leão,a,7193,OpenPlay,2020,RightFoot,15801,Atalanta,AC Milan,0,2,2021-05-23 18:45:00,Soualiho Meité,Throughball
428025,4,SavedShot,0.8959999847412109,0.6509999847412109,0.05570799857378006,Rafael Leão,a,7193,OpenPlay,2021,LeftFoot,16765,Sampdoria,AC Milan,0,1,2021-08-23 18:45:00,Mike Maignan,Pass
429485,8,BlockedShot,0.91,0.5590000152587891,0.4452190101146698,Rafael Leão,h,7193,OpenPlay,2021,RightFoot,16774,AC Milan,Cagliari,4,1,2021-08-29 18:45:00,Olivier Giroud,Throughball
429488,16,Goal,0.7619999694824219,0.6659999847412109,0.019317399710416794,Rafael Leão,h,7193,OpenPlay,2021,RightFoot,16774,AC Milan,Cagliari,4,1,2021-08-29 18:45:00,Theo Hernández,Pass
