team,opponent,result,num_occurences
Udinese,Fiorentina,0.0,18.0
Udinese,Fiorentina,1.0,5.0
Udinese,Fiorentina,3.0,11.0
Udinese,Frosinone,0.0,1.0
Udinese,Frosinone,1.0,1.0
Udinese,Frosinone,3.0,2.0
Udinese,Genoa,0.0,9.0
Udinese,Genoa,1.0,11.0
Udinese,Genoa,3.0,10.0
Udinese,Inter,0.0,21.0
Udinese,Inter,1.0,7.0
Udinese,Inter,3.0,6.0
Udinese,Juventus,0.0,22.0
Udinese,Juventus,1.0,4.0
Udinese,Juventus,3.0,6.0
Udinese,Lazio,0.0,17.0
Udinese,Lazio,1.0,9.0
Udinese,Lazio,3.0,8.0
Udinese,Lecce,0.0,3.0
Udinese,Lecce,1.0,1.0
Udinese,Lecce,3.0,6.0
Udinese,Livorno,0.0,2.0
Udinese,Livorno,1.0,1.0
Udinese,Livorno,3.0,7.0
Udinese,Messina,0.0,1.0
Udinese,Messina,1.0,1.0
Udinese,Messina,3.0,2.0
Udinese,Milan,0.0,16.0
Udinese,Milan,1.0,9.0
Udinese,Milan,3.0,9.0
Udinese,Napoli,0.0,17.0
Udinese,Napoli,1.0,8.0
Udinese,Napoli,3.0,5.0
Udinese,Novara,0.0,1.0
Udinese,Novara,3.0,1.0
Udinese,Palermo,0.0,8.0
Udinese,Palermo,1.0,6.0
Udinese,Palermo,3.0,8.0
Udinese,Parma,0.0,9.0
Udinese,Parma,1.0,6.0
Udinese,Parma,3.0,9.0
Udinese,Pescara,3.0,4.0
Udinese,Reggina,0.0,3.0
Udinese,Reggina,1.0,2.0
Udinese,Reggina,3.0,3.0
Udinese,Roma,0.0,24.0
Udinese,Roma,1.0,3.0
Udinese,Roma,3.0,7.0
Udinese,Salernitana,0.0,1.0
Udinese,Salernitana,3.0,1.0
Udinese,Sampdoria,0.0,12.0
Udinese,Sampdoria,1.0,10.0
Udinese,Sampdoria,3.0,10.0
Udinese,Sassuolo,0.0,4.0
Udinese,Sassuolo,1.0,7.0
Udinese,Sassuolo,3.0,7.0
Udinese,Siena,0.0,3.0
Udinese,Siena,1.0,4.0
Udinese,Siena,3.0,7.0
Udinese,Spal,0.0,1.0
Udinese,Spal,1.0,3.0
Udinese,Spal,3.0,2.0
Udinese,Spezia,0.0,2.0
Udinese,Spezia,3.0,2.0
Udinese,Torino,0.0,11.0
Udinese,Torino,1.0,4.0
Udinese,Torino,3.0,11.0
Udinese,Treviso,0.0,1.0
Udinese,Treviso,1.0,1.0
Udinese,Venezia,3.0,2.0
Udinese,Verona,0.0,4.0
Udinese,Verona,1.0,5.0
Udinese,Verona,3.0,5.0
Milan,Ascoli,1.0,1.0
Milan,Ascoli,3.0,3.0
Milan,Atalanta,0.0,10.0
Milan,Atalanta,1.0,7.0
Milan,Atalanta,3.0,13.0
Milan,Bari,1.0,2.0
Milan,Bari,3.0,2.0
Milan,Benevento,0.0,1.0
Milan,Benevento,1.0,1.0
Milan,Benevento,3.0,2.0
Milan,Bologna,0.0,2.0
Milan,Bologna,1.0,6.0
Milan,Bologna,3.0,18.0
Milan,Brescia,3.0,4.0
Milan,Cagliari,0.0,1.0
Milan,Cagliari,1.0,6.0
Milan,Cagliari,3.0,25.0
Milan,Carpi,1.0,2.0
Milan,Catania,1.0,6.0
Milan,Catania,3.0,10.0
Milan,Cesena,0.0,1.0
Milan,Cesena,1.0,1.0
Milan,Cesena,3.0,4.0
Milan,Chievo,0.0,1.0
Milan,Chievo,1.0,3.0
Milan,Chievo,3.0,22.0
Milan,Crotone,1.0,1.0
Milan,Crotone,3.0,5.0
Milan,Empoli,0.0,2.0
Milan,Empoli,1.0,5.0
Milan,Empoli,3.0,9.0
Milan,Fiorentina,0.0,9.0
Milan,Fiorentina,1.0,9.0
Milan,Fiorentina,3.0,16.0
Milan,Frosinone,1.0,2.0
Milan,Frosinone,3.0,2.0
Milan,Genoa,0.0,7.0
Milan,Genoa,1.0,5.0
Milan,Genoa,3.0,18.0
Milan,Inter,0.0,18.0
Milan,Inter,1.0,7.0
Milan,Inter,3.0,9.0
Milan,Juventus,0.0,18.0
Milan,Juventus,1.0,6.0
Milan,Juventus,3.0,8.0
Milan,Lazio,0.0,6.0
Milan,Lazio,1.0,12.0
Milan,Lazio,3.0,16.0
Milan,Lecce,0.0,1.0
Milan,Lecce,1.0,3.0
Milan,Lecce,3.0,6.0
Milan,Livorno,1.0,5.0
Milan,Livorno,3.0,5.0
Milan,Messina,3.0,4.0
Milan,Napoli,0.0,12.0
Milan,Napoli,1.0,11.0
Milan,Napoli,3.0,7.0
Milan,Novara,3.0,2.0
Milan,Palermo,0.0,7.0
Milan,Palermo,1.0,2.0
Milan,Palermo,3.0,13.0
Milan,Parma,0.0,3.0
Milan,Parma,1.0,5.0
Milan,Parma,3.0,16.0
Milan,Pescara,1.0,1.0
Milan,Pescara,3.0,3.0
Milan,Reggina,0.0,1.0
Milan,Reggina,1.0,1.0
Milan,Reggina,3.0,6.0
Milan,Roma,0.0,13.0
Milan,Roma,1.0,10.0
Milan,Roma,3.0,11.0
Milan,Salernitana,1.0,1.0
Milan,Salernitana,3.0,1.0
Milan,Sampdoria,0.0,8.0
Milan,Sampdoria,1.0,8.0
Milan,Sampdoria,3.0,16.0
Milan,Sassuolo,0.0,6.0
Milan,Sassuolo,1.0,2.0
Milan,Sassuolo,3.0,10.0
Milan,Siena,1.0,2.0
Milan,Siena,3.0,12.0
Milan,Spal,1.0,1.0
Milan,Spal,3.0,5.0
Milan,Spezia,0.0,2.0
Milan,Spezia,3.0,2.0
Milan,Torino,0.0,2.0
Milan,Torino,1.0,12.0
Milan,Torino,3.0,12.0
Milan,Treviso,3.0,2.0
Milan,Udinese,0.0,9.0
Milan,Udinese,1.0,9.0
Milan,Udinese,3.0,16.0
Milan,Venezia,3.0,2.0
Milan,Verona,0.0,3.0
Milan,Verona,1.0,4.0
Milan,Verona,3.0,7.0
Palermo,Ascoli,0.0,1.0
Palermo,Ascoli,1.0,2.0
Palermo,Ascoli,3.0,1.0
Palermo,Atalanta,0.0,7.0
Palermo,Atalanta,1.0,5.0
Palermo,Atalanta,3.0,6.0
Palermo,Bari,0.0,1.0
Palermo,Bari,1.0,2.0
Palermo,Bari,3.0,1.0
Palermo,Bologna,0.0,4.0
Palermo,Bologna,1.0,4.0
Palermo,Bologna,3.0,6.0
Palermo,Brescia,0.0,1.0
Palermo,Brescia,3.0,1.0
Palermo,Cagliari,0.0,7.0
Palermo,Cagliari,1.0,6.0
Palermo,Cagliari,3.0,7.0
Palermo,Carpi,1.0,2.0
Palermo,Catania,0.0,6.0
Palermo,Catania,1.0,3.0
Palermo,Catania,3.0,5.0
Palermo,Cesena,0.0,1.0
Palermo,Cesena,1.0,3.0
Palermo,Cesena,3.0,2.0
Palermo,Chievo,0.0,7.0
Palermo,Chievo,1.0,7.0
Palermo,Chievo,3.0,6.0
Palermo,Crotone,1.0,1.0
Palermo,Crotone,3.0,1.0
Palermo,Empoli,0.0,6.0
Palermo,Empoli,1.0,3.0
Palermo,Empoli,3.0,3.0
Palermo,Fiorentina,0.0,11.0
Palermo,Fiorentina,1.0,3.0
Palermo,Fiorentina,3.0,8.0
Palermo,Frosinone,3.0,2.0
Palermo,Genoa,0.0,5.0
Palermo,Genoa,1.0,6.0
Palermo,Genoa,3.0,7.0
Palermo,Inter,0.0,11.0
Palermo,Inter,1.0,8.0
Palermo,Inter,3.0,3.0
Palermo,Juventus,0.0,14.0
Palermo,Juventus,3.0,6.0
Palermo,Lazio,0.0,11.0
Palermo,Lazio,1.0,5.0
Palermo,Lazio,3.0,6.0
Palermo,Lecce,0.0,1.0
Palermo,Lecce,1.0,3.0
Palermo,Lecce,3.0,4.0
Palermo,Livorno,0.0,2.0
Palermo,Livorno,3.0,6.0
Palermo,Messina,0.0,1.0
Palermo,Messina,1.0,1.0
Palermo,Messina,3.0,2.0
Palermo,Milan,0.0,13.0
Palermo,Milan,1.0,2.0
Palermo,Milan,3.0,7.0
Palermo,Napoli,0.0,10.0
Palermo,Napoli,1.0,3.0
Palermo,Napoli,3.0,5.0
Palermo,Novara,1.0,1.0
Palermo,Novara,3.0,1.0
Palermo,Parma,0.0,8.0
Palermo,Parma,1.0,4.0
Palermo,Parma,3.0,4.0
Palermo,Pescara,0.0,2.0
Palermo,Pescara,1.0,2.0
Palermo,Reggina,1.0,5.0
Palermo,Reggina,3.0,3.0
Palermo,Roma,0.0,13.0
Palermo,Roma,1.0,3.0
Palermo,Roma,3.0,6.0
Palermo,Sampdoria,0.0,4.0
Palermo,Sampdoria,1.0,8.0
Palermo,Sampdoria,3.0,8.0
Palermo,Sassuolo,0.0,3.0
Palermo,Sassuolo,1.0,2.0
Palermo,Sassuolo,3.0,1.0
Palermo,Siena,0.0,5.0
Palermo,Siena,1.0,3.0
Palermo,Siena,3.0,6.0
Palermo,Torino,0.0,6.0
Palermo,Torino,1.0,6.0
Palermo,Torino,3.0,2.0
Palermo,Treviso,1.0,1.0
Palermo,Treviso,3.0,1.0
Palermo,Udinese,0.0,8.0
Palermo,Udinese,1.0,6.0
Palermo,Udinese,3.0,8.0
Palermo,Verona,0.0,1.0
Palermo,Verona,3.0,3.0
Cagliari,Ascoli,0.0,1.0
Cagliari,Ascoli,1.0,1.0
Cagliari,Ascoli,3.0,2.0
Cagliari,Atalanta,0.0,13.0
Cagliari,Atalanta,1.0,4.0
Cagliari,Atalanta,3.0,11.0
Cagliari,Bari,1.0,1.0
Cagliari,Bari,3.0,3.0
Cagliari,Benevento,0.0,1.0
Cagliari,Benevento,3.0,3.0
Cagliari,Bologna,0.0,8.0
Cagliari,Bologna,1.0,7.0
Cagliari,Bologna,3.0,9.0
Cagliari,Brescia,0.0,1.0
Cagliari,Brescia,1.0,2.0
Cagliari,Brescia,3.0,1.0
Cagliari,Catania,0.0,5.0
Cagliari,Catania,1.0,5.0
Cagliari,Catania,3.0,6.0
Cagliari,Cesena,0.0,2.0
Cagliari,Cesena,1.0,1.0
Cagliari,Cesena,3.0,3.0
Cagliari,Chievo,0.0,12.0
Cagliari,Chievo,1.0,7.0
Cagliari,Chievo,3.0,5.0
Cagliari,Crotone,1.0,1.0
Cagliari,Crotone,3.0,5.0
Cagliari,Empoli,0.0,6.0
Cagliari,Empoli,1.0,4.0
Cagliari,Empoli,3.0,4.0
Cagliari,Fiorentina,0.0,15.0
Cagliari,Fiorentina,1.0,9.0
Cagliari,Fiorentina,3.0,8.0
Cagliari,Frosinone,1.0,1.0
Cagliari,Frosinone,3.0,1.0
Cagliari,Genoa,0.0,16.0
Cagliari,Genoa,1.0,2.0
Cagliari,Genoa,3.0,10.0
Cagliari,Inter,0.0,19.0
Cagliari,Inter,1.0,8.0
Cagliari,Inter,3.0,5.0
Cagliari,Juventus,0.0,22.0
Cagliari,Juventus,1.0,5.0
Cagliari,Juventus,3.0,3.0
Cagliari,Lazio,0.0,21.0
Cagliari,Lazio,1.0,6.0
Cagliari,Lazio,3.0,5.0
Cagliari,Lecce,0.0,3.0
Cagliari,Lecce,1.0,4.0
Cagliari,Lecce,3.0,3.0
Cagliari,Livorno,0.0,2.0
Cagliari,Livorno,1.0,5.0
Cagliari,Livorno,3.0,3.0
Cagliari,Messina,0.0,1.0
Cagliari,Messina,1.0,2.0
Cagliari,Messina,3.0,1.0
Cagliari,Milan,0.0,25.0
Cagliari,Milan,1.0,6.0
Cagliari,Milan,3.0,1.0
Cagliari,Napoli,0.0,16.0
Cagliari,Napoli,1.0,8.0
Cagliari,Napoli,3.0,4.0
Cagliari,Novara,1.0,1.0
Cagliari,Novara,3.0,1.0
Cagliari,Palermo,0.0,7.0
Cagliari,Palermo,1.0,6.0
Cagliari,Palermo,3.0,7.0
Cagliari,Parma,0.0,6.0
Cagliari,Parma,1.0,9.0
Cagliari,Parma,3.0,9.0
Cagliari,Pescara,0.0,1.0
Cagliari,Pescara,1.0,1.0
Cagliari,Pescara,3.0,2.0
Cagliari,Reggina,0.0,6.0
Cagliari,Reggina,1.0,2.0
Cagliari,Roma,0.0,18.0
Cagliari,Roma,1.0,8.0
Cagliari,Roma,3.0,6.0
Cagliari,Salernitana,1.0,2.0
Cagliari,Sampdoria,0.0,6.0
Cagliari,Sampdoria,1.0,12.0
Cagliari,Sampdoria,3.0,12.0
Cagliari,Sassuolo,0.0,3.0
Cagliari,Sassuolo,1.0,10.0
Cagliari,Sassuolo,3.0,3.0
Cagliari,Siena,0.0,5.0
Cagliari,Siena,1.0,5.0
Cagliari,Siena,3.0,4.0
Cagliari,Spal,1.0,1.0
Cagliari,Spal,3.0,5.0
Cagliari,Spezia,0.0,2.0
Cagliari,Spezia,1.0,2.0
Cagliari,Torino,0.0,9.0
Cagliari,Torino,1.0,7.0
Cagliari,Torino,3.0,8.0
Cagliari,Treviso,1.0,1.0
Cagliari,Treviso,3.0,1.0
Cagliari,Udinese,0.0,16.0
Cagliari,Udinese,1.0,6.0
Cagliari,Udinese,3.0,10.0
Cagliari,Venezia,1.0,2.0
Cagliari,Verona,0.0,7.0
Cagliari,Verona,1.0,3.0
Cagliari,Verona,3.0,2.0
Chievo,Ascoli,0.0,1.0
Chievo,Ascoli,1.0,2.0
Chievo,Ascoli,3.0,1.0
Chievo,Atalanta,0.0,9.0
Chievo,Atalanta,1.0,9.0
Chievo,Atalanta,3.0,4.0
Chievo,Bari,0.0,2.0
Chievo,Bari,1.0,1.0
Chievo,Bari,3.0,1.0
Chievo,Benevento,0.0,1.0
Chievo,Benevento,3.0,1.0
Chievo,Bologna,0.0,6.0
Chievo,Bologna,1.0,8.0
Chievo,Bologna,3.0,6.0
Chievo,Brescia,0.0,1.0
Chievo,Brescia,3.0,1.0
Chievo,Cagliari,0.0,5.0
Chievo,Cagliari,1.0,7.0
Chievo,Cagliari,3.0,12.0
Chievo,Carpi,3.0,2.0
Chievo,Catania,0.0,4.0
Chievo,Catania,1.0,4.0
Chievo,Catania,3.0,6.0
Chievo,Cesena,0.0,1.0
Chievo,Cesena,1.0,1.0
Chievo,Cesena,3.0,4.0
Chievo,Crotone,0.0,3.0
Chievo,Crotone,3.0,1.0
Chievo,Empoli,0.0,2.0
Chievo,Empoli,1.0,8.0
Chievo,Empoli,3.0,2.0
Chievo,Fiorentina,0.0,19.0
Chievo,Fiorentina,1.0,2.0
Chievo,Fiorentina,3.0,5.0
Chievo,Frosinone,1.0,1.0
Chievo,Frosinone,3.0,3.0
Chievo,Genoa,0.0,8.0
Chievo,Genoa,1.0,5.0
Chievo,Genoa,3.0,9.0
Chievo,Inter,0.0,19.0
Chievo,Inter,1.0,4.0
Chievo,Inter,3.0,3.0
Chievo,Juventus,0.0,16.0
Chievo,Juventus,1.0,7.0
Chievo,Juventus,3.0,1.0
Chievo,Lazio,0.0,11.0
Chievo,Lazio,1.0,10.0
Chievo,Lazio,3.0,5.0
Chievo,Lecce,0.0,2.0
Chievo,Lecce,1.0,3.0
Chievo,Lecce,3.0,3.0
Chievo,Livorno,1.0,1.0
Chievo,Livorno,3.0,7.0
Chievo,Messina,0.0,2.0
Chievo,Messina,1.0,1.0
Chievo,Messina,3.0,1.0
Chievo,Milan,0.0,22.0
Chievo,Milan,1.0,3.0
Chievo,Milan,3.0,1.0
Chievo,Napoli,0.0,13.0
Chievo,Napoli,1.0,3.0
Chievo,Napoli,3.0,6.0
Chievo,Novara,1.0,1.0
Chievo,Novara,3.0,1.0
Chievo,Palermo,0.0,6.0
Chievo,Palermo,1.0,7.0
Chievo,Palermo,3.0,7.0
Chievo,Parma,0.0,7.0
Chievo,Parma,1.0,8.0
Chievo,Parma,3.0,3.0
Chievo,Pescara,3.0,4.0
Chievo,Reggina,1.0,1.0
Chievo,Reggina,3.0,5.0
Chievo,Roma,0.0,14.0
Chievo,Roma,1.0,10.0
Chievo,Roma,3.0,2.0
Chievo,Sampdoria,0.0,9.0
Chievo,Sampdoria,1.0,9.0
Chievo,Sampdoria,3.0,6.0
Chievo,Sassuolo,0.0,4.0
Chievo,Sassuolo,1.0,5.0
Chievo,Sassuolo,3.0,3.0
Chievo,Siena,0.0,5.0
Chievo,Siena,1.0,3.0
Chievo,Siena,3.0,4.0
Chievo,Spal,0.0,1.0
Chievo,Spal,1.0,2.0
Chievo,Spal,3.0,1.0
Chievo,Torino,0.0,9.0
Chievo,Torino,1.0,6.0
Chievo,Torino,3.0,3.0
Chievo,Treviso,1.0,1.0
Chievo,Treviso,3.0,1.0
Chievo,Udinese,0.0,10.0
Chievo,Udinese,1.0,10.0
Chievo,Udinese,3.0,6.0
Chievo,Verona,0.0,3.0
Chievo,Verona,1.0,2.0
Chievo,Verona,3.0,3.0
Empoli,Ascoli,0.0,2.0
Empoli,Ascoli,3.0,2.0
Empoli,Atalanta,0.0,6.0
Empoli,Atalanta,1.0,5.0
Empoli,Atalanta,3.0,3.0
Empoli,Bologna,0.0,1.0
Empoli,Bologna,1.0,3.0
Empoli,Bologna,3.0,4.0
Empoli,Cagliari,0.0,4.0
Empoli,Cagliari,1.0,4.0
Empoli,Cagliari,3.0,6.0
Empoli,Carpi,0.0,1.0
Empoli,Carpi,3.0,1.0
Empoli,Catania,0.0,2.0
Empoli,Catania,3.0,2.0
Empoli,Cesena,1.0,1.0
Empoli,Cesena,3.0,1.0
Empoli,Chievo,0.0,2.0
Empoli,Chievo,1.0,8.0
Empoli,Chievo,3.0,2.0
Empoli,Crotone,0.0,1.0
Empoli,Crotone,3.0,1.0
Empoli,Fiorentina,0.0,9.0
Empoli,Fiorentina,1.0,3.0
Empoli,Fiorentina,3.0,4.0
Empoli,Frosinone,0.0,2.0
Empoli,Frosinone,1.0,1.0
Empoli,Frosinone,3.0,1.0
Empoli,Genoa,0.0,4.0
Empoli,Genoa,1.0,6.0
Empoli,Genoa,3.0,2.0
Empoli,Inter,0.0,14.0
Empoli,Inter,1.0,1.0
Empoli,Inter,3.0,1.0
Empoli,Juventus,0.0,12.0
Empoli,Juventus,1.0,1.0
Empoli,Juventus,3.0,1.0
Empoli,Lazio,0.0,9.0
Empoli,Lazio,1.0,4.0
Empoli,Lazio,3.0,3.0
Empoli,Lecce,3.0,2.0
Empoli,Livorno,0.0,2.0
Empoli,Livorno,1.0,2.0
Empoli,Livorno,3.0,2.0
Empoli,Messina,0.0,1.0
Empoli,Messina,1.0,1.0
Empoli,Messina,3.0,2.0
Empoli,Milan,0.0,9.0
Empoli,Milan,1.0,5.0
Empoli,Milan,3.0,2.0
Empoli,Napoli,0.0,4.0
Empoli,Napoli,1.0,3.0
Empoli,Napoli,3.0,5.0
Empoli,Palermo,0.0,3.0
Empoli,Palermo,1.0,3.0
Empoli,Palermo,3.0,6.0
Empoli,Parma,0.0,5.0
Empoli,Parma,1.0,3.0
Empoli,Parma,3.0,2.0
Empoli,Pescara,1.0,1.0
Empoli,Pescara,3.0,1.0
Empoli,Reggina,0.0,2.0
Empoli,Reggina,1.0,2.0
Empoli,Reggina,3.0,2.0
Empoli,Roma,0.0,11.0
Empoli,Roma,1.0,3.0
Empoli,Roma,3.0,2.0
Empoli,Salernitana,1.0,1.0
Empoli,Salernitana,3.0,1.0
Empoli,Sampdoria,0.0,8.0
Empoli,Sampdoria,1.0,4.0
Empoli,Sampdoria,3.0,4.0
Empoli,Sassuolo,0.0,6.0
Empoli,Sassuolo,3.0,4.0
Empoli,Siena,0.0,4.0
Empoli,Siena,3.0,2.0
Empoli,Spal,0.0,1.0
Empoli,Spal,1.0,1.0
Empoli,Spezia,1.0,2.0
Empoli,Torino,0.0,3.0
Empoli,Torino,1.0,6.0
Empoli,Torino,3.0,5.0
Empoli,Treviso,1.0,1.0
Empoli,Treviso,3.0,1.0
Empoli,Udinese,0.0,7.0
Empoli,Udinese,1.0,4.0
Empoli,Udinese,3.0,5.0
Empoli,Venezia,0.0,1.0
Empoli,Venezia,1.0,1.0
Empoli,Verona,0.0,2.0
Empoli,Verona,1.0,2.0
Empoli,Verona,3.0,2.0
Lecce,Ascoli,0.0,1.0
Lecce,Ascoli,1.0,1.0
Lecce,Atalanta,0.0,3.0
Lecce,Atalanta,1.0,3.0
Lecce,Bari,0.0,1.0
Lecce,Bari,3.0,1.0
Lecce,Bologna,0.0,5.0
Lecce,Bologna,1.0,2.0
Lecce,Bologna,3.0,1.0
Lecce,Brescia,0.0,1.0
Lecce,Brescia,1.0,1.0
Lecce,Brescia,3.0,2.0
Lecce,Cagliari,0.0,3.0
Lecce,Cagliari,1.0,4.0
Lecce,Cagliari,3.0,3.0
Lecce,Catania,0.0,2.0
Lecce,Catania,1.0,1.0
Lecce,Catania,3.0,3.0
Lecce,Cesena,0.0,1.0
Lecce,Cesena,1.0,2.0
Lecce,Cesena,3.0,1.0
Lecce,Chievo,0.0,3.0
Lecce,Chievo,1.0,3.0
Lecce,Chievo,3.0,2.0
Lecce,Empoli,0.0,2.0
Lecce,Fiorentina,0.0,4.0
Lecce,Fiorentina,1.0,2.0
Lecce,Fiorentina,3.0,4.0
Lecce,Genoa,0.0,5.0
Lecce,Genoa,1.0,3.0
Lecce,Inter,0.0,7.0
Lecce,Inter,1.0,2.0
Lecce,Inter,3.0,1.0
Lecce,Juventus,0.0,6.0
Lecce,Juventus,1.0,3.0
Lecce,Juventus,3.0,1.0
Lecce,Lazio,0.0,5.0
Lecce,Lazio,1.0,3.0
Lecce,Lazio,3.0,2.0
Lecce,Livorno,0.0,1.0
Lecce,Livorno,1.0,1.0
Lecce,Messina,0.0,2.0
Lecce,Milan,0.0,6.0
Lecce,Milan,1.0,3.0
Lecce,Milan,3.0,1.0
Lecce,Napoli,0.0,5.0
Lecce,Napoli,1.0,1.0
Lecce,Napoli,3.0,2.0
Lecce,Novara,1.0,2.0
Lecce,Palermo,0.0,4.0
Lecce,Palermo,1.0,3.0
Lecce,Palermo,3.0,1.0
Lecce,Parma,0.0,5.0
Lecce,Parma,1.0,2.0
Lecce,Parma,3.0,1.0
Lecce,Reggina,0.0,2.0
Lecce,Reggina,1.0,2.0
Lecce,Roma,0.0,8.0
Lecce,Roma,1.0,1.0
Lecce,Roma,3.0,1.0
Lecce,Sampdoria,0.0,5.0
Lecce,Sampdoria,1.0,1.0
Lecce,Sampdoria,3.0,2.0
Lecce,Sassuolo,0.0,1.0
Lecce,Sassuolo,1.0,1.0
Lecce,Siena,0.0,1.0
Lecce,Siena,1.0,1.0
Lecce,Siena,3.0,4.0
Lecce,Spal,3.0,2.0
Lecce,Torino,0.0,1.0
Lecce,Torino,1.0,1.0
Lecce,Torino,3.0,2.0
Lecce,Treviso,0.0,1.0
Lecce,Treviso,1.0,1.0
Lecce,Udinese,0.0,6.0
Lecce,Udinese,1.0,1.0
Lecce,Udinese,3.0,3.0
Lecce,Verona,0.0,2.0
Messina,Ascoli,0.0,2.0
Messina,Ascoli,1.0,2.0
Messina,Atalanta,0.0,1.0
Messina,Atalanta,1.0,1.0
Messina,Cagliari,0.0,1.0
Messina,Cagliari,1.0,2.0
Messina,Cagliari,3.0,1.0
Messina,Catania,1.0,2.0
Messina,Chievo,0.0,1.0
Messina,Chievo,1.0,1.0
Messina,Chievo,3.0,2.0
Messina,Empoli,0.0,2.0
Messina,Empoli,1.0,1.0
Messina,Empoli,3.0,1.0
Messina,Fiorentina,0.0,2.0
Messina,Fiorentina,1.0,2.0
Messina,Inter,0.0,4.0
Messina,Juventus,0.0,1.0
Messina,Juventus,1.0,1.0
Messina,Lazio,0.0,3.0
Messina,Lazio,1.0,1.0
Messina,Lecce,3.0,2.0
Messina,Livorno,0.0,2.0
Messina,Livorno,1.0,2.0
Messina,Milan,0.0,4.0
Messina,Palermo,0.0,2.0
Messina,Palermo,1.0,1.0
Messina,Palermo,3.0,1.0
Messina,Parma,0.0,2.0
Messina,Parma,1.0,2.0
Messina,Reggina,0.0,2.0
Messina,Reggina,1.0,1.0
Messina,Reggina,3.0,1.0
Messina,Roma,0.0,3.0
Messina,Roma,1.0,1.0
Messina,Sampdoria,0.0,4.0
Messina,Siena,0.0,2.0
Messina,Siena,1.0,1.0
Messina,Siena,3.0,1.0
Messina,Torino,0.0,1.0
Messina,Torino,1.0,1.0
Messina,Treviso,1.0,1.0
Messina,Treviso,3.0,1.0
Messina,Udinese,0.0,2.0
Messina,Udinese,1.0,1.0
Messina,Udinese,3.0,1.0
Roma,Ascoli,0.0,1.0
Roma,Ascoli,1.0,2.0
Roma,Ascoli,3.0,1.0
Roma,Atalanta,0.0,9.0
Roma,Atalanta,1.0,7.0
Roma,Atalanta,3.0,14.0
Roma,Bari,3.0,4.0
Roma,Benevento,1.0,1.0
Roma,Benevento,3.0,3.0
Roma,Bologna,0.0,4.0
Roma,Bologna,1.0,8.0
Roma,Bologna,3.0,14.0
Roma,Brescia,0.0,1.0
Roma,Brescia,1.0,1.0
Roma,Brescia,3.0,2.0
Roma,Cagliari,0.0,6.0
Roma,Cagliari,1.0,8.0
Roma,Cagliari,3.0,18.0
Roma,Carpi,3.0,2.0
Roma,Catania,0.0,4.0
Roma,Catania,1.0,5.0
Roma,Catania,3.0,7.0
Roma,Cesena,1.0,1.0
Roma,Cesena,3.0,5.0
Roma,Chievo,0.0,2.0
Roma,Chievo,1.0,10.0
Roma,Chievo,3.0,14.0
Roma,Crotone,3.0,6.0
Roma,Empoli,0.0,2.0
Roma,Empoli,1.0,3.0
Roma,Empoli,3.0,11.0
Roma,Fiorentina,0.0,6.0
Roma,Fiorentina,1.0,8.0
Roma,Fiorentina,3.0,20.0
Roma,Frosinone,3.0,4.0
Roma,Genoa,0.0,5.0
Roma,Genoa,1.0,4.0
Roma,Genoa,3.0,21.0
Roma,Inter,0.0,10.0
Roma,Inter,1.0,14.0
Roma,Inter,3.0,10.0
Roma,Juventus,0.0,19.0
Roma,Juventus,1.0,7.0
Roma,Juventus,3.0,6.0
Roma,Lazio,0.0,10.0
Roma,Lazio,1.0,8.0
Roma,Lazio,3.0,16.0
Roma,Lecce,0.0,1.0
Roma,Lecce,1.0,1.0
Roma,Lecce,3.0,8.0
Roma,Livorno,0.0,1.0
Roma,Livorno,1.0,5.0
Roma,Livorno,3.0,4.0
Roma,Messina,1.0,1.0
Roma,Messina,3.0,3.0
Roma,Milan,0.0,11.0
Roma,Milan,1.0,10.0
Roma,Milan,3.0,13.0
Roma,Napoli,0.0,11.0
Roma,Napoli,1.0,8.0
Roma,Napoli,3.0,11.0
Roma,Novara,3.0,2.0
Roma,Palermo,0.0,6.0
Roma,Palermo,1.0,3.0
Roma,Palermo,3.0,13.0
Roma,Parma,0.0,3.0
Roma,Parma,1.0,3.0
Roma,Parma,3.0,18.0
Roma,Pescara,1.0,1.0
Roma,Pescara,3.0,3.0
Roma,Reggina,0.0,1.0
Roma,Reggina,1.0,1.0
Roma,Reggina,3.0,6.0
Roma,Salernitana,3.0,2.0
Roma,Sampdoria,0.0,8.0
Roma,Sampdoria,1.0,9.0
Roma,Sampdoria,3.0,15.0
Roma,Sassuolo,0.0,1.0
Roma,Sassuolo,1.0,8.0
Roma,Sassuolo,3.0,9.0
Roma,Siena,0.0,4.0
Roma,Siena,1.0,1.0
Roma,Siena,3.0,9.0
Roma,Spal,0.0,2.0
Roma,Spal,3.0,4.0
Roma,Spezia,1.0,1.0
Roma,Spezia,3.0,3.0
Roma,Torino,0.0,4.0
Roma,Torino,1.0,4.0
Roma,Torino,3.0,18.0
Roma,Treviso,3.0,2.0
Roma,Udinese,0.0,7.0
Roma,Udinese,1.0,3.0
Roma,Udinese,3.0,24.0
Roma,Venezia,0.0,1.0
Roma,Venezia,1.0,1.0
Roma,Verona,0.0,1.0
Roma,Verona,1.0,5.0
Roma,Verona,3.0,8.0
Sampdoria,Ascoli,0.0,2.0
Sampdoria,Ascoli,1.0,1.0
Sampdoria,Ascoli,3.0,1.0
Sampdoria,Atalanta,0.0,12.0
