50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.075327,,,,,,,,,,,,,20a19a0e-ae93-4c7d-85ad-c21beb4114df,750,,"[91.5, 10.3]",3750200,22,,,,,-0.8567056,,Right Foot,,,"[92.8, 8.8]",,Low Pass,1.9849433,,Incomplete,,,,,,,,,,1,From Free Kick,Clarence Seedorf,15046.0,Left Attacking Midfield,52,AC Milan,243,"['59226fac-6468-452d-9fb0-5b45213d1abc', '7e26f2bb-0d16-43aa-84b1-6d14ea938f1f']",21,,,,,,,,,,,,,,,,,,,AC Milan,243,00:22:21.053,Pass,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,59226fac-6468-452d-9fb0-5b45213d1abc,751,,"[27.3, 71.3]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steve Finnan,34392.0,Right Back,52,AC Milan,243,['20a19a0e-ae93-4c7d-85ad-c21beb4114df'],21,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:21.128,Block,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,645cb81d-4bc3-4ada-887c-8db5b4722157,752,,"[28.6, 69.1]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,53,Liverpool,24,,22,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:22.540,Ball Recovery,
,,,,"[35.6, 69.3]",,,,,,,,,,,,1.730179,,,,,,,,,,,,,efa45ff2-5fc7-4c1b-88df-449076666948,753,,"[28.6, 69.1]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,53,Liverpool,24,"['3af908d3-ef81-46b7-9111-56864e219d42', '645cb81d-4bc3-4ada-887c-8db5b4722157']",22,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:22.540,Carry,
,,,,,,,,,,,,,,,,2.13749,,,,,,,,,,,,,3af908d3-ef81-46b7-9111-56864e219d42,754,,"[35.6, 69.3]",3750200,22,,,,,0.3752708,,Right Foot,,,"[58.7, 78.4]",,Low Pass,24.827806,,,,Jermaine Pennant,26649.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,53,Liverpool,24,['976efe57-df95-4fa4-a9d8-e69314e397dd'],24,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:24.270,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976efe57-df95-4fa4-a9d8-e69314e397dd,755,,"[58.7, 78.4]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jermaine Pennant,26649.0,Right Wing,53,Liverpool,24,['3af908d3-ef81-46b7-9111-56864e219d42'],26,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:26.408,Ball Receipt*,
,,,,"[84.7, 76.3]",,,,,,,,,,,,3.223337,,,,,,,,,,,,,a8c12436-ee0e-49a1-877d-f4a115824d97,756,,"[58.7, 78.4]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jermaine Pennant,26649.0,Right Wing,53,Liverpool,24,"['3ded26f3-4fa4-4991-8224-21e03731585c', '976efe57-df95-4fa4-a9d8-e69314e397dd']",26,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:26.408,Carry,
,,,,,,,,,,,,,,,,2.171972,,,,,,,,,,,,,3ded26f3-4fa4-4991-8224-21e03731585c,757,,"[84.7, 76.3]",3750200,22,,,,,-1.2865708,b6849131-b60e-454e-850b-3f1aea317bd5,Right Foot,,,"[100.3, 22.9]",,High Pass,55.632004,,,,Steven Gerrard,19109.0,True,,True,,,,1,Regular Play,Jermaine Pennant,26649.0,Right Wing,53,Liverpool,24,['1dec1cb0-3f53-4912-a351-27e151de7ffc'],29,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:29.631,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dec1cb0-3f53-4912-a351-27e151de7ffc,758,,"[100.3, 22.9]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,53,Liverpool,24,['3ded26f3-4fa4-4991-8224-21e03731585c'],31,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:31.803,Ball Receipt*,
,,,,"[101.5, 28.1]",,,,,,,,,,,,0.851711,,,,,,,,,,,,,4e0158d1-61ed-4ef6-a910-1f1e6badea39,759,,"[100.3, 22.9]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,53,Liverpool,24,"['1dec1cb0-3f53-4912-a351-27e151de7ffc', 'b6849131-b60e-454e-850b-3f1aea317bd5']",31,,,,,,,,,,,,,,,,,,,Liverpool,24,00:22:31.803,Carry,
,,,,,,,,,,,,,,,,1.220641,,,,,,,,,,,,,b6849131-b60e-454e-850b-3f1aea317bd5,760,,"[101.5, 28.1]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,53,Liverpool,24,['061941fd-a864-405b-8902-b9b410ebbb35'],32,,Right Foot,"[120.0, 42.8, 6.7]",,"[{'location': [101.5, 41.6], 'player': {'id': 20142, 'name': 'Ivan Gennaro Gattuso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.5, 31.3], 'player': {'id': 19877, 'name': 'Massimo Oddo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 38.3], 'player': {'id': 15778, 'name': 'Alessandro Nesta'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 58.7], 'player': {'id': 15116, 'name': 'Paolo Maldini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 54.0], 'player': {'id': 17961, 'name': 'Marek Jankulovski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.3, 28.9], 'player': {'id': 17793, 'name': 'Boudewijn Zenden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 49.8], 'player': {'id': 20195, 'name': 'Dirk Kuijt'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.5, 38.5], 'player': {'id': 34393, 'name': 'Nelson de Jesus da Silva'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3ded26f3-4fa4-4991-8224-21e03731585c,,,Off T,,0.045748424,Half Volley,Open Play,,,,,,Liverpool,24,00:22:32.655,Shot,
,,,,,,,,,,,,,,,,0.0,,,,,,,,"[2.6, 41.6]",,Set,,Shot Faced,061941fd-a864-405b-8902-b9b410ebbb35,761,,"[2.6, 41.6]",3750200,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nelson de Jesus da Silva,34393.0,Goalkeeper,53,Liverpool,24,['b6849131-b60e-454e-850b-3f1aea317bd5'],33,,,,,,,,,,,,,,,,,,,AC Milan,243,00:22:33.875,Goal Keeper,
,,,,,,,,,,,,,,,,4.594675,,,,,,,,,,,,,e4747696-f168-491a-b301-f0b96e281ee8,762,,"[6.0, 44.0]",3750200,23,,True,,,-0.2339294,,Right Foot,,,"[78.6, 26.7]",,High Pass,74.63277,,,,Filippo Inzaghi,15781.0,,,,,,Goal Kick,1,From Goal Kick,Nelson de Jesus da Silva,34393.0,Goalkeeper,54,AC Milan,243,['f4027dcc-d1a6-4cde-ab31-fc0579abbd2a'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:00.157,Pass,
,,,,,,,,,,,,,,,,0.940329,,,,,,,,,,,,,f49a035d-0bcf-4999-8996-2c5c942bbe2c,763,,"[40.3, 54.3]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jamie Carragher,34388.0,Right Center Back,54,AC Milan,243,"['7909adf4-8d67-44c4-9819-0654217bdf50', 'f4027dcc-d1a6-4cde-ab31-fc0579abbd2a']",3,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:03.825,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4027dcc-d1a6-4cde-ab31-fc0579abbd2a,764,,"[78.6, 26.7]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Filippo Inzaghi,15781.0,Center Forward,54,AC Milan,243,"['e4747696-f168-491a-b301-f0b96e281ee8', 'f49a035d-0bcf-4999-8996-2c5c942bbe2c']",4,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:04.752,Ball Receipt*,True
,,,,"[78.7, 23.9]",,,,,,,,,,,,0.648741,,,,,,,,,,,,,7909adf4-8d67-44c4-9819-0654217bdf50,765,,"[78.6, 26.7]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Filippo Inzaghi,15781.0,Center Forward,54,AC Milan,243,"['7079f086-e0d1-4b2f-92fb-ae5b2e5640a2', 'f4027dcc-d1a6-4cde-ab31-fc0579abbd2a', 'f49a035d-0bcf-4999-8996-2c5c942bbe2c', 'f4ef54aa-9bca-4314-bc49-912b1be3a721']",4,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:04.752,Carry,True
,,,,,,,,,,,,,,,,0.544332,,,,,,,,,,,,,7079f086-e0d1-4b2f-92fb-ae5b2e5640a2,766,,"[42.6, 56.6]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Right Center Midfield,54,AC Milan,243,"['7909adf4-8d67-44c4-9819-0654217bdf50', 'f4ef54aa-9bca-4314-bc49-912b1be3a721']",5,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:05.009,Pressure,
,,,,,,,,,,,,,,,,1.029019,,,,,,,,,,,,,f4ef54aa-9bca-4314-bc49-912b1be3a721,767,,"[78.7, 23.9]",3750200,23,,,,,3.1415927,,Right Foot,,,"[77.2, 23.9]",,High Pass,1.5,,Incomplete,,Clarence Seedorf,15046.0,,,,,,,1,From Goal Kick,Filippo Inzaghi,15781.0,Center Forward,54,AC Milan,243,"['57dfd289-f293-42d5-a0d5-bf81f82d25b1', '7079f086-e0d1-4b2f-92fb-ae5b2e5640a2', '95d1c264-bece-48b5-83b4-c0a0aa423716']",5,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:05.401,Pass,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,57dfd289-f293-42d5-a0d5-bf81f82d25b1,768,,"[75.9, 23.5]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Clarence Seedorf,15046.0,Left Attacking Midfield,54,AC Milan,243,['f4ef54aa-9bca-4314-bc49-912b1be3a721'],6,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:06.430,Ball Receipt*,
,,,,,,,,,,,,,,,,0.973188,,,,,,,,,,,,,95d1c264-bece-48b5-83b4-c0a0aa423716,769,,"[42.9, 56.2]",3750200,23,,,,,-3.1142023,,Right Foot,,,"[35.6, 56.0]",,Low Pass,7.302739,,,,Steve Finnan,34392.0,,,,,,Recovery,1,Regular Play,Jermaine Pennant,26649.0,Right Wing,55,Liverpool,24,"['c920d792-23d3-4dce-94e4-85708c99697e', 'f4ef54aa-9bca-4314-bc49-912b1be3a721']",6,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:06.430,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c920d792-23d3-4dce-94e4-85708c99697e,770,,"[35.6, 56.0]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steve Finnan,34392.0,Right Back,55,Liverpool,24,['95d1c264-bece-48b5-83b4-c0a0aa423716'],7,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:07.403,Ball Receipt*,
,,,,"[35.6, 56.0]",,,,,,,,,,,,0.13255501,,,,,,,,,,,,,04b34662-9384-4dbb-bac3-98c4ffbda874,771,,"[35.6, 56.0]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steve Finnan,34392.0,Right Back,55,Liverpool,24,"['858b219f-947e-4e2c-b3fd-4815aa8dfdb5', 'c920d792-23d3-4dce-94e4-85708c99697e']",7,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:07.403,Carry,
,,,,,,,,,,,,,,,,3.179331,,,,,,,,,,,,,858b219f-947e-4e2c-b3fd-4815aa8dfdb5,772,,"[35.6, 56.0]",3750200,23,,,,,-0.80732447,,Right Foot,,,"[57.9, 32.7]",,High Pass,32.251823,,,,Steven Gerrard,19109.0,,,,,,,1,Regular Play,Steve Finnan,34392.0,Right Back,55,Liverpool,24,['5af03d43-120e-4b49-b418-480fbf32187e'],7,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:07.536,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5af03d43-120e-4b49-b418-480fbf32187e,773,,"[57.9, 32.7]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,55,Liverpool,24,['858b219f-947e-4e2c-b3fd-4815aa8dfdb5'],10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:10.715,Ball Receipt*,
,,,,,,,,,,,,,,,,1.674131,,,,,,,,,,,,,531dd59d-394a-4d26-847e-d067df33c208,774,,"[57.9, 32.7]",3750200,23,,,,True,0.61072594,,,,,"[68.9, 40.4]",,High Pass,13.427211,,Incomplete,,Dirk Kuijt,20195.0,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,55,Liverpool,24,"['2c567fea-b0d8-4c18-8065-93461110ddd1', '33a0d8cb-3775-4a96-84da-f97be9f45ab0', '9efcb9c9-d2e7-4993-9736-8db959f5860c']",10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:10.727,Pass,True
,,,,,,,,,,True,,,,,Aerial Lost,0.0,,,,,,,,,,,,,33a0d8cb-3775-4a96-84da-f97be9f45ab0,775,,"[62.2, 47.4]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Massimo Oddo,19877.0,Right Back,55,Liverpool,24,['531dd59d-394a-4d26-847e-d067df33c208'],10,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:10.727,Duel,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c567fea-b0d8-4c18-8065-93461110ddd1,776,,"[67.0, 39.9]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dirk Kuijt,20195.0,Center Forward,55,Liverpool,24,['531dd59d-394a-4d26-847e-d067df33c208'],12,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:12.401,Ball Receipt*,
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,,9efcb9c9-d2e7-4993-9736-8db959f5860c,777,,"[51.2, 39.7]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alessandro Nesta,15778.0,Right Center Back,55,Liverpool,24,['531dd59d-394a-4d26-847e-d067df33c208'],12,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:12.401,Clearance,True
,,,,,,,,,,,,,,,,1.514745,,,,,,,,,,,,,baea3fff-fd4b-4a74-89ed-284f4894c41c,778,,"[57.5, 35.5]",3750200,23,,,,True,-0.13599741,,,,,"[67.0, 34.2]",,Low Pass,9.588534,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Massimo Ambrosini,17607.0,Right Center Midfield,55,Liverpool,24,"['4d492fde-d5a7-480d-b346-c9c14211e5ee', 'e23f69e7-61fa-4888-8b65-a534402ef5fc']",14,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:14.515,Pass,True
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,4d492fde-d5a7-480d-b346-c9c14211e5ee,779,,"[62.6, 44.6]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Left Center Midfield,55,Liverpool,24,['baea3fff-fd4b-4a74-89ed-284f4894c41c'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:14.515,Duel,True
,,,,,,,,,,,,,,,,0.965165,,,,,,,,,,,,,9612882b-9109-4b1a-a8ee-2162317e93e4,780,,"[64.0, 38.3]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrea Pirlo,19849.0,Center Defensive Midfield,55,Liverpool,24,"['76e43563-a76c-4a31-bc83-f1260fdde953', 'd983b54c-1382-4bc3-940f-7fa49a51c4ce', 'e23f69e7-61fa-4888-8b65-a534402ef5fc']",15,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:15.730,Pressure,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e23f69e7-61fa-4888-8b65-a534402ef5fc,781,,"[53.1, 45.9]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,55,Liverpool,24,"['9612882b-9109-4b1a-a8ee-2162317e93e4', 'baea3fff-fd4b-4a74-89ed-284f4894c41c']",16,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:16.030,Ball Recovery,True
,,,,"[53.4, 42.6]",,,,,,,,,,,,0.508308,,,,,,,,,,,,,76e43563-a76c-4a31-bc83-f1260fdde953,782,,"[53.1, 45.9]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,55,Liverpool,24,"['9612882b-9109-4b1a-a8ee-2162317e93e4', 'd983b54c-1382-4bc3-940f-7fa49a51c4ce', 'e23f69e7-61fa-4888-8b65-a534402ef5fc']",16,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:16.030,Carry,True
,,,,,,,,,,,,,,,,2.358956,,,,,,,,,,,,,d983b54c-1382-4bc3-940f-7fa49a51c4ce,783,,"[53.4, 42.6]",3750200,23,,,,,-1.2390188,,Right Foot,,,"[64.7, 9.8]",,High Pass,34.69193,,,,Steven Gerrard,19109.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Midfield,55,Liverpool,24,"['6e4bae7d-515a-48b8-ae7a-02ad17c0098f', '9612882b-9109-4b1a-a8ee-2162317e93e4']",16,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:16.538,Pass,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e4bae7d-515a-48b8-ae7a-02ad17c0098f,784,,"[64.7, 9.8]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,55,Liverpool,24,['d983b54c-1382-4bc3-940f-7fa49a51c4ce'],18,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:18.897,Ball Receipt*,
,,,,"[57.2, 7.6]",,,,,,,,,,,,1.445064,,,,,,,,,,,,,334ab6a5-9b7a-4d3d-9d9f-aad6fe2dc0cd,785,,"[64.7, 9.8]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,55,Liverpool,24,"['0194dfd7-689d-4547-8011-5f18d8524716', '2f86df31-2e61-4c21-964f-3c15bd721268', '6e4bae7d-515a-48b8-ae7a-02ad17c0098f']",18,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:18.897,Carry,True
,,,,,,,,,,,,,,,,0.572805,,,,,,,,,,,,,2f86df31-2e61-4c21-964f-3c15bd721268,786,,"[57.5, 68.6]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ricardo Izecson dos Santos Leite,26712.0,Right Attacking Midfield,55,Liverpool,24,['334ab6a5-9b7a-4d3d-9d9f-aad6fe2dc0cd'],18,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:18.964,Pressure,
,,,,,,,,,,,,,,,,0.305432,,,,,,,,,,,,,cbf8f3ca-bb63-455d-a7d7-8f13c6da2240,787,,"[62.8, 66.9]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,55,Liverpool,24,['0194dfd7-689d-4547-8011-5f18d8524716'],20,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:20.074,Pressure,
,,,,,,,,,,,,,,,,0.219118,,,,,,,,,,,,,0194dfd7-689d-4547-8011-5f18d8524716,788,,"[57.2, 7.6]",3750200,23,,,,,1.19029,,Right Foot,,,"[58.4, 10.6]",,Low Pass,3.231099,,Incomplete,,Boudewijn Zenden,17793.0,,,,,,,1,Regular Play,Steven Gerrard,19109.0,Center Attacking Midfield,55,Liverpool,24,"['4f9f515b-dd8a-429e-985b-196b3b1f8a9d', 'cbf8f3ca-bb63-455d-a7d7-8f13c6da2240', 'd02394d2-05fe-4623-a05d-b2811efad930']",20,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:20.342,Pass,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,d02394d2-05fe-4623-a05d-b2811efad930,789,,"[67.8, 10.6]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Boudewijn Zenden,17793.0,Left Wing,55,Liverpool,24,['0194dfd7-689d-4547-8011-5f18d8524716'],20,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:20.561,Ball Receipt*,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4f9f515b-dd8a-429e-985b-196b3b1f8a9d,790,,"[61.7, 69.5]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,55,Liverpool,24,['0194dfd7-689d-4547-8011-5f18d8524716'],20,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:20.561,Block,
,,,,,,,,,,,,,,,,0.686926,,,,,,,,,,,,,811060ca-6950-4bb8-92e3-6f14a2a8fbb1,791,,"[69.2, 73.8]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,55,Liverpool,24,,22,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:22.318,Pressure,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19f47d37-29cf-413e-8b27-32b450e61339,792,,"[79.0, 75.3]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,55,Liverpool,24,['e0be9dd4-5738-4fb0-86f5-d9456b5f1da6'],23,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:23.100,Foul Committed,
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,e0be9dd4-5738-4fb0-86f5-d9456b5f1da6,793,,"[41.1, 4.8]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Arne Semundseth Riise,34386.0,Left Back,55,Liverpool,24,['19f47d37-29cf-413e-8b27-32b450e61339'],23,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:23.100,Foul Won,True
,,,,,,,,,,,,,,,,2.828019,,,,,,,,,,,,,d75e5e25-a8a0-4b46-9066-5f51b4e8e8f4,794,,"[42.6, 5.9]",3750200,23,,,,,0.11045766,,Left Foot,,,"[97.6, 12.0]",,High Pass,55.33724,,Incomplete,,Dirk Kuijt,20195.0,,,,,,Free Kick,1,From Free Kick,John Arne Semundseth Riise,34386.0,Left Back,56,Liverpool,24,"['d62101ae-b46c-49cb-9bc7-c76e70b1a861', 'd6648189-fc30-4b16-bc98-b3fa6e0ab26d']",54,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:54.667,Pass,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,d62101ae-b46c-49cb-9bc7-c76e70b1a861,795,,"[95.0, 12.0]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dirk Kuijt,20195.0,Center Forward,56,Liverpool,24,['d75e5e25-a8a0-4b46-9066-5f51b4e8e8f4'],57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:23:57.495,Ball Receipt*,
,,,,,,Head,True,,,,,,,,,0.0,,,,,,,,,,,,,d6648189-fc30-4b16-bc98-b3fa6e0ab26d,796,,"[22.5, 68.1]",3750200,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Massimo Oddo,19877.0,Right Back,56,Liverpool,24,['d75e5e25-a8a0-4b46-9066-5f51b4e8e8f4'],57,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:57.495,Clearance,True
,,,,,,,,,,,,,,,,1.031441,,,,,,,,,,,,,5a3852d6-7cc5-447f-a566-36cf4515c30a,797,,"[35.3, 69.1]",3750200,23,,,,,-0.6332974,,Head,,,"[43.2, 63.3]",,High Pass,9.80051,,Incomplete,,Andrea Pirlo,19849.0,,,,,,Recovery,1,From Free Kick,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,56,Liverpool,24,"['31fc489f-39ce-42ad-a291-7500caa78695', 'bbda06dd-2964-4985-9c5a-f1ebe2ab8021']",59,,,,,,,,,,,,,,,,,,,AC Milan,243,00:23:59.575,Pass,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbda06dd-2964-4985-9c5a-f1ebe2ab8021,798,,"[42.8, 62.0]",3750200,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,56,Liverpool,24,['5a3852d6-7cc5-447f-a566-36cf4515c30a'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:24:00.607,Ball Receipt*,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,a141f9e6-727e-4ee8-acf4-601de8f8a61b,799,,"[43.2, 63.3]",3750200,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,56,Liverpool,24,['31fc489f-39ce-42ad-a291-7500caa78695'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:24:00.607,Duel,True
