50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12a1ce21-2c70-4a2b-a5f4-702599d0c6a0,11,,"[57.3, 75.9]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jermaine Pennant,26649.0,Right Wing,2,Liverpool,24,['0aef19ae-d639-4bb4-a4c0-a1d9768b8e4b'],4,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.360,Ball Receipt*,
,,,,,,,,,,,,,,,,1.77595,,,,,,,,,,,,,86cbe907-c6d3-4e60-b48f-ca17cf92b8ac,12,,"[57.3, 75.9]",3750200,0,,,,,-2.8026354,,Right Foot,,,"[41.7, 70.4]",,Low Pass,16.54116,,,,Steve Finnan,34392.0,,,,,,,1,From Kick Off,Jermaine Pennant,26649.0,Right Wing,2,Liverpool,24,['c10ed7ee-9436-4174-9ccc-f8eaa727f59b'],4,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.360,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c10ed7ee-9436-4174-9ccc-f8eaa727f59b,13,,"[41.7, 70.4]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steve Finnan,34392.0,Right Back,2,Liverpool,24,['86cbe907-c6d3-4e60-b48f-ca17cf92b8ac'],6,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:06.136,Ball Receipt*,
,,,,"[42.9, 70.1]",,,,,,,,,,,,0.87114,,,,,,,,,,,,,3daec464-2ca8-404b-8129-5b27f2b6bac3,14,,"[41.7, 70.4]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steve Finnan,34392.0,Right Back,2,Liverpool,24,"['490b753d-69f1-4180-9375-02d59b4c4ce1', 'c10ed7ee-9436-4174-9ccc-f8eaa727f59b']",6,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:06.136,Carry,
,,,,,,,,,,,,,,,,1.997382,,,,,,,,,,,,,490b753d-69f1-4180-9375-02d59b4c4ce1,15,,"[42.9, 70.1]",3750200,0,,,,,-1.2532182,,Right Foot,,,"[50.0, 48.5]",,High Pass,22.736975,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,Steve Finnan,34392.0,Right Back,2,Liverpool,24,['e79de9bd-5edc-4b3b-b848-3d4e8f99b08f'],7,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:07.007,Pass,
,,,,,,,,,,,,,,,,0.568079,,,,,,,,,,,,,a835e0ca-f176-4a6e-b4fd-2863c266db2d,16,,"[65.4, 24.5]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Massimo Ambrosini,17607.0,Right Center Midfield,2,Liverpool,24,"['114b109e-4a09-4cd9-86fe-dfcec4c02770', 'e79de9bd-5edc-4b3b-b848-3d4e8f99b08f']",8,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:08.695,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e79de9bd-5edc-4b3b-b848-3d4e8f99b08f,17,,"[50.0, 48.5]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Left Center Midfield,2,Liverpool,24,"['490b753d-69f1-4180-9375-02d59b4c4ce1', 'a835e0ca-f176-4a6e-b4fd-2863c266db2d']",9,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:09.005,Ball Receipt*,True
,,,,"[49.5, 54.3]",,,,,,,,,,,,0.883926,,,,,,,,,,,,,114b109e-4a09-4cd9-86fe-dfcec4c02770,18,,"[50.0, 48.5]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Left Center Midfield,2,Liverpool,24,"['6dcac122-96b9-4338-a297-c490cf66a44d', 'a835e0ca-f176-4a6e-b4fd-2863c266db2d', 'e79de9bd-5edc-4b3b-b848-3d4e8f99b08f']",9,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:09.005,Carry,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6dcac122-96b9-4338-a297-c490cf66a44d,19,,"[49.5, 54.3]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Left Center Midfield,2,Liverpool,24,['8198090b-6da4-4650-923a-e693321a1259'],9,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:09.888,Dispossessed,True
,,,,,,,,,,,,,,Lost In Play,Tackle,0.0,,,,,,,,,,,,,8198090b-6da4-4650-923a-e693321a1259,20,,"[70.6, 25.8]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Massimo Ambrosini,17607.0,Right Center Midfield,2,Liverpool,24,['6dcac122-96b9-4338-a297-c490cf66a44d'],9,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:09.888,Duel,True
,,,,,,,,,,,,,,,,2.805194,,,,,,,,,,,,,6046a5b1-c464-495d-8714-0912750c79e0,21,,"[41.1, 57.0]",3750200,0,,,,,-3.051672,,Right Foot,,,"[4.5, 53.7]",,Low Pass,36.74847,,,,José Manuel Reina Páez,7028.0,,,,,,Recovery,1,From Kick Off,Steve Finnan,34392.0,Right Back,2,Liverpool,24,['bfb3bd4c-a202-4027-b579-a5b07db401fd'],11,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:11.319,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfb3bd4c-a202-4027-b579-a5b07db401fd,22,,"[4.5, 53.7]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Manuel Reina Páez,7028.0,Goalkeeper,2,Liverpool,24,['6046a5b1-c464-495d-8714-0912750c79e0'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:14.125,Ball Receipt*,
,,,,,,,,,,,,,,,,2.398699,,,,,,,,,,,,,ce51fc71-2edc-41f1-be8d-13b5251f3573,23,,"[9.5, 44.9]",3750200,0,,True,,,-0.9882219,,Right Foot,,,"[34.8, 6.5]",,High Pass,45.985325,,,,John Arne Semundseth Riise,34386.0,,,,,,,1,From Kick Off,José Manuel Reina Páez,7028.0,Goalkeeper,2,Liverpool,24,['9e358ec3-0a5c-46f0-a6c1-962e70638b74'],22,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:22.456,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e358ec3-0a5c-46f0-a6c1-962e70638b74,24,,"[34.8, 6.5]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,John Arne Semundseth Riise,34386.0,Left Back,2,Liverpool,24,['ce51fc71-2edc-41f1-be8d-13b5251f3573'],24,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:24.855,Ball Receipt*,
,,,,,,,,,,,,,,,,4.636428,,,,,,,,,,,,,a2577dfa-1d33-48f9-bc57-f039a2a225db,25,,"[37.0, 6.6]",3750200,0,,,,,-0.01925484,,Left Foot,,,"[109.7, 5.2]",,High Pass,72.71348,,,,Boudewijn Zenden,17793.0,,,,,,,1,From Kick Off,John Arne Semundseth Riise,34386.0,Left Back,2,Liverpool,24,['fd556fa8-40a2-4045-8273-d378e54a75b3'],26,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:26.605,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd556fa8-40a2-4045-8273-d378e54a75b3,26,,"[109.7, 5.2]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Boudewijn Zenden,17793.0,Left Wing,2,Liverpool,24,['a2577dfa-1d33-48f9-bc57-f039a2a225db'],31,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:31.242,Ball Receipt*,
,,,,"[110.0, 4.3]",,,,,,,,,,,,0.119999,,,,,,,,,,,,,039fa216-83fe-4113-adbf-a12d7cb503e7,27,,"[109.7, 5.2]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Boudewijn Zenden,17793.0,Left Wing,2,Liverpool,24,"['1d341665-dce9-4ae8-87aa-f19357b094a8', 'fd556fa8-40a2-4045-8273-d378e54a75b3']",31,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:31.242,Carry,
,,,,,,,,,,,,,,,,1.022199,,,,,,,,,,,,,1d341665-dce9-4ae8-87aa-f19357b094a8,28,,"[110.0, 4.3]",3750200,0,,,,,1.4918646,,Left Foot,,,"[111.4, 22.0]",,High Pass,17.755281,,,,Dirk Kuijt,20195.0,,,,,,,1,From Kick Off,Boudewijn Zenden,17793.0,Left Wing,2,Liverpool,24,['503aebf7-cc3b-458b-9bab-2b0d93c13c5e'],31,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:31.362,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503aebf7-cc3b-458b-9bab-2b0d93c13c5e,29,,"[111.4, 22.0]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Dirk Kuijt,20195.0,Center Forward,2,Liverpool,24,['1d341665-dce9-4ae8-87aa-f19357b094a8'],32,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:32.384,Ball Receipt*,
,,,,,,,,,,,,,,,,1.352213,,,,,,,,,,,,,4530ebe7-ef28-420e-9076-87b1509234fb,30,,"[111.4, 22.0]",3750200,0,,,,,-2.5484793,,Right Foot,,,"[97.9, 12.9]",,Low Pass,16.280663,,,,Steven Gerrard,19109.0,,,,,,,1,From Kick Off,Dirk Kuijt,20195.0,Center Forward,2,Liverpool,24,['d5c09c24-c0ce-4d32-b301-36f5653db71a'],32,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:32.384,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5c09c24-c0ce-4d32-b301-36f5653db71a,31,,"[97.9, 12.9]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steven Gerrard,19109.0,Center Attacking Midfield,2,Liverpool,24,['4530ebe7-ef28-420e-9076-87b1509234fb'],33,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:33.736,Ball Receipt*,
,,,,"[97.9, 12.9]",,,,,,,,,,,,0.946181,,,,,,,,,,,,,72a27fe9-bfcc-40ed-bdc6-53c2e5ba316c,32,,"[97.9, 12.9]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steven Gerrard,19109.0,Center Attacking Midfield,2,Liverpool,24,"['c9e766dd-79a6-442e-a413-0a6a246e5836', 'd5c09c24-c0ce-4d32-b301-36f5653db71a']",33,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:33.736,Carry,
,,,,,,,,,,,,,,,,2.467441,,,,,,,,,,,,,c9e766dd-79a6-442e-a413-0a6a246e5836,33,,"[97.9, 12.9]",3750200,0,,,,,1.1062421,,Right Foot,True,,"[120.0, 57.0]",,High Pass,49.32768,,Out,,Jermaine Pennant,26649.0,,,True,,,,1,From Kick Off,Steven Gerrard,19109.0,Center Attacking Midfield,2,Liverpool,24,['ab28856c-d425-4642-a48f-e6dbf2857557'],34,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:34.683,Pass,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab28856c-d425-4642-a48f-e6dbf2857557,34,,"[108.7, 45.9]",3750200,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Jermaine Pennant,26649.0,Right Wing,2,Liverpool,24,['c9e766dd-79a6-442e-a413-0a6a246e5836'],37,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.150,Ball Receipt*,
,,,,,,,,,,,,,,,,3.329326,,,,,,,,,,,,,f6e6fd77-edf9-4139-a0c0-27c34deb3b0e,35,,"[6.0, 36.0]",3750200,0,,True,,,0.045869444,,Right Foot,,,"[67.0, 38.8]",,High Pass,61.064228,,,,Massimo Ambrosini,17607.0,,,,,,Goal Kick,1,From Goal Kick,Nelson de Jesus da Silva,34393.0,Goalkeeper,3,AC Milan,243,['6fec92c2-c3f5-417d-86f4-dd1cf960b710'],56,,,,,,,,,,,,,,,,,,,AC Milan,243,00:00:56.728,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fec92c2-c3f5-417d-86f4-dd1cf960b710,36,,"[67.0, 38.8]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Massimo Ambrosini,17607.0,Right Center Midfield,3,AC Milan,243,['f6e6fd77-edf9-4139-a0c0-27c34deb3b0e'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:00.057,Ball Receipt*,
,,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,b95cdfeb-9b8d-4c6b-b2c6-afd1b969b58b,37,,"[52.6, 45.2]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xabier Alonso Olano,20133.0,Left Center Midfield,3,AC Milan,243,['edb2e171-5715-4a72-887f-3cc7ad0701f9'],0,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:00.057,Duel,True
,,,,,,,,,,,,,,,,1.811211,,,,,,,,,,,,,edb2e171-5715-4a72-887f-3cc7ad0701f9,38,,"[67.5, 34.9]",3750200,1,,,,True,1.4072225,,,,,"[70.9, 55.5]",,High Pass,20.878696,,Unknown,,,,,,,,,,1,From Goal Kick,Massimo Ambrosini,17607.0,Right Center Midfield,3,AC Milan,243,['b95cdfeb-9b8d-4c6b-b2c6-afd1b969b58b'],0,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:00.057,Pass,True
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b960b76a-2aec-45e4-bece-a2b88c0bfff7,39,,"[49.2, 24.6]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Boudewijn Zenden,17793.0,Left Wing,3,AC Milan,243,['d68477c2-da9a-40a8-98f1-a82cc658ac5e'],2,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:02.014,Foul Committed,
,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,d68477c2-da9a-40a8-98f1-a82cc658ac5e,40,,"[70.9, 55.5]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,3,AC Milan,243,['b960b76a-2aec-45e4-bece-a2b88c0bfff7'],2,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:02.014,Foul Won,True
,,,,,,,,,,,,,,,,0.705057,,,,,,,,,,,,,e8311bbe-87d2-467a-a4dd-8f67dc1ee497,41,,"[73.4, 59.4]",3750200,1,,,,,0.4346702,,Left Foot,,,"[79.0, 62.0]",,Ground Pass,6.1741395,,,,Ivan Gennaro Gattuso,20142.0,,,,,,Free Kick,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,4,AC Milan,243,['58a362e0-e2ab-40a3-921f-f06b11b0efc9'],15,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:15.058,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58a362e0-e2ab-40a3-921f-f06b11b0efc9,42,,"[79.0, 62.0]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,4,AC Milan,243,['e8311bbe-87d2-467a-a4dd-8f67dc1ee497'],15,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:15.763,Ball Receipt*,
,,,,,,,,,,,,,,,,0.436653,,,,,,,,,,,,,818a2a5e-300d-4798-8f4b-8f955e828826,43,,"[77.8, 61.7]",3750200,1,,,,,-1.9832067,,Right Foot,,,"[76.4, 58.5]",,Ground Pass,3.4928498,,,,Andrea Pirlo,19849.0,,,,,,,1,From Free Kick,Ivan Gennaro Gattuso,20142.0,Left Center Midfield,4,AC Milan,243,['dbfd16b0-8497-443f-952d-00837850bcb9'],15,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:15.763,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbfd16b0-8497-443f-952d-00837850bcb9,44,,"[76.4, 58.5]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,4,AC Milan,243,['818a2a5e-300d-4798-8f4b-8f955e828826'],16,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:16.200,Ball Receipt*,
,,,,"[77.2, 59.7]",,,,,,,,,,,,0.59821403,,,,,,,,,,,,,33db307d-f5f3-4c38-8cfc-7b6f11cf3d91,45,,"[76.4, 58.5]",3750200,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,4,AC Milan,243,"['b01cb96e-330c-4375-8554-07ef3af5e99c', 'dbfd16b0-8497-443f-952d-00837850bcb9']",16,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:16.200,Carry,
,,,,,,,,,,,,,,,,1.172147,,,,,,,,,,,,,b01cb96e-330c-4375-8554-07ef3af5e99c,46,,"[77.2, 59.7]",3750200,1,,,,,1.0918827,,Right Foot,,,"[85.3, 75.3]",,Ground Pass,17.577543,,,,Massimo Oddo,19877.0,,,,,,,1,From Free Kick,Andrea Pirlo,19849.0,Center Defensive Midfield,4,AC Milan,243,['48a17343-30da-434c-a270-b5b379dd3f1c'],16,,,,,,,,,,,,,,,,,,,AC Milan,243,00:01:16.798,Pass,
