Player,Nation,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Position,League
Marvin Senaya,TOG,Strasbourg,22,2001,32,23,2138,23.8,1,1,2,1,0,0,5,1,1.2,1.2,2.8,4.0,48,74,81,0.04,0.04,0.08,0.04,0.08,0.05,0.12,0.17,0.05,0.17,DF,Ligue 1
Marcos Senesi,ARG,Bournemouth,26,1997,31,26,2242,24.9,4,5,9,4,0,0,13,0,2.0,2.0,1.7,3.7,31,127,4,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15,DF,Premier League
Stefano Sensi,ITA,Inter,27,1995,4,0,46,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,3,3,4,0.0,1.96,1.96,0.0,1.96,0.16,0.25,0.42,0.16,0.42,MF,Serie A
Suat Serdar,GER,Hellas Verona,26,1997,25,19,1659,18.4,0,2,2,0,0,0,7,0,1.0,1.0,1.4,2.4,20,68,36,0.0,0.11,0.11,0.0,0.11,0.05,0.07,0.13,0.05,0.13,MF,Serie A
Benjamin Šeško,SVN,RB Leipzig,20,2003,31,17,1526,17.0,14,2,16,14,0,0,0,0,7.7,7.7,1.1,8.8,21,22,98,0.83,0.12,0.94,0.83,0.94,0.45,0.07,0.52,0.45,0.52,FW,Bundesliga
Kevin Sessa,GER,Heidenheim,23,2000,30,7,1011,11.2,3,0,3,3,0,0,1,0,2.9,2.9,1.3,4.2,29,51,48,0.27,0.0,0.27,0.27,0.27,0.25,0.12,0.37,0.25,0.37,MF,Bundesliga
Aaron Seydel,GER,Darmstadt 98,27,1996,16,5,619,6.9,1,0,1,1,0,0,1,0,1.0,1.0,0.7,1.7,7,10,35,0.15,0.0,0.15,0.15,0.15,0.15,0.1,0.25,0.15,0.25,FW,Bundesliga
Andres Sfait,ROU,Salernitana,18,2004,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,DF,Serie A
Stephan El Shaarawy,ITA,Roma,30,1992,33,19,1738,19.3,3,4,7,3,0,0,2,0,2.5,2.5,2.3,4.8,46,44,131,0.16,0.21,0.36,0.16,0.36,0.13,0.12,0.25,0.13,0.25,FW,Serie A
Luke Shaw,ENG,Manchester Utd,28,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0.0,0.0,1.0,1.0,10,45,30,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,DF,Premier League
James Shea,ENG,Luton Town,32,1991,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Eldor Shomurodov,UZB,Cagliari,28,1995,22,10,936,10.4,3,3,6,3,0,0,1,0,3.5,3.5,1.7,5.2,12,18,52,0.29,0.29,0.58,0.29,0.58,0.34,0.16,0.5,0.34,0.5,FW,Serie A
Steven Shpendi,ALB,Empoli,20,2003,12,4,411,4.6,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,3,6,32,0.0,0.22,0.22,0.0,0.22,0.09,0.1,0.2,0.09,0.2,FW,Serie A
Sofiane Sidi Ali,FRA,Marseille,28,1995,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,MF,Ligue 1
Vincent Sierro,SUI,Toulouse,27,1995,30,25,2261,25.1,6,2,8,2,4,5,8,0,5.9,1.9,2.3,4.2,17,135,73,0.24,0.08,0.32,0.08,0.16,0.23,0.09,0.33,0.08,0.17,MF,Ligue 1
Tim Siersleben,GER,Heidenheim,23,2000,14,10,910,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12,48,1,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,DF,Bundesliga
Kiliann Sildillia,FRA,Freiburg,21,2002,27,20,1806,20.1,0,1,1,0,0,0,2,1,0.6,0.6,0.8,1.4,22,70,58,0.0,0.05,0.05,0.0,0.05,0.03,0.04,0.07,0.03,0.07,DF,Bundesliga
André Silva,POR,Real Sociedad,27,1995,19,9,729,8.1,3,0,3,2,1,1,1,0,3.3,2.5,0.3,2.8,5,7,44,0.37,0.0,0.37,0.25,0.25,0.41,0.04,0.45,0.31,0.35,FW,La Liga
Bernardo Silva,POR,Manchester City,28,1994,33,29,2578,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140,177,260,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,MF,Premier League
Caio Henrique Oliveira Silva,BRA,Monaco,26,1997,9,7,623,6.9,0,5,5,0,0,0,0,0,0.2,0.2,1.3,1.5,16,33,54,0.0,0.72,0.72,0.0,0.72,0.03,0.18,0.22,0.03,0.22,DF,Ligue 1
Fábio Silva,POR,Wolves,21,2002,8,3,264,2.9,0,0,0,0,0,0,2,0,1.0,1.0,0.2,1.2,5,10,13,0.0,0.0,0.0,0.0,0.0,0.35,0.07,0.42,0.35,0.42,FW,Premier League
Rui Silva,POR,Betis,29,1994,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,La Liga
Thiago Silva,BRA,Chelsea,38,1984,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,2,102,5,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,DF,Premier League
Marco Silvestri,ITA,Udinese,32,1991,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Mohamed Simakan,FRA,RB Leipzig,23,2000,32,23,2138,23.8,2,3,5,2,0,0,8,0,3.9,3.9,3.3,7.2,34,106,76,0.08,0.13,0.21,0.08,0.21,0.16,0.14,0.3,0.16,0.3,DF,Bundesliga
Giovanni Simeone,ARG,Napoli,28,1995,28,8,800,8.9,1,0,1,1,0,0,3,0,3.4,3.4,0.6,3.9,11,13,76,0.11,0.0,0.11,0.11,0.11,0.38,0.06,0.44,0.38,0.44,FW,Serie A
Giuliano Simeone,ARG,Alavés,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,2.4,1.6,2.0,3.6,25,24,47,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,FW,La Liga
Jan-Carlo Simic,SRB,Milan,18,2005,4,0,146,1.6,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,6,0,0.62,0.0,0.62,0.62,0.62,0.38,0.0,0.38,0.38,0.38,DF,Serie A
Moses Simon,NGA,Nantes,28,1995,22,21,1788,19.9,3,5,8,2,1,1,0,0,4.1,3.3,3.7,7.0,146,36,214,0.15,0.25,0.4,0.1,0.35,0.21,0.18,0.39,0.17,0.35,FW,Ligue 1
Unai Simón,ESP,Athletic Club,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,La Liga
Xavi Simons,NED,RB Leipzig,20,2003,32,32,2653,29.5,8,11,19,7,1,2,11,1,8.3,6.7,9.8,16.4,151,187,216,0.27,0.37,0.64,0.24,0.61,0.28,0.33,0.61,0.23,0.56,MF,Bundesliga
Wilfried Singo,CIV,Monaco,22,2000,25,24,2187,24.3,1,1,2,1,0,0,8,1,0.8,0.8,1.0,1.9,38,145,31,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.08,0.03,0.08,DF,Ligue 1
Luis Sinisterra,COL,Bournemouth,24,1999,20,7,699,7.8,2,2,4,2,0,0,0,0,2.5,2.5,2.4,5.0,51,38,85,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,FW,Premier League
Daley Sinkgraven,NED,Las Palmas,28,1995,11,6,388,4.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,La Liga
Jailson Siqueira,BRA,Celta Vigo,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,16,38,8,0.0,0.1,0.1,0.0,0.1,0.02,0.05,0.07,0.02,0.07,DF,La Liga
Ayanda Sishuba,BEL,Lens,18,2005,7,0,62,0.7,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,7,1,10,0.0,0.0,0.0,0.0,0.0,1.27,0.04,1.31,1.27,1.31,MF,Ligue 1
Ibrahima Sissoko,MLI,Strasbourg,25,1997,27,18,1642,18.2,0,1,1,0,0,0,7,0,1.0,1.0,1.7,2.6,15,88,18,0.0,0.05,0.05,0.0,0.05,0.05,0.09,0.14,0.05,0.14,MF,Ligue 1
Moussa Sissoko,FRA,Nantes,33,1989,26,21,1821,20.2,0,0,0,0,0,0,7,0,1.3,1.3,1.1,2.3,30,74,59,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,MF,Ligue 1
Antonio Sivera,ESP,Alavés,26,1996,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,La Liga
Tim Skarke,GER,Darmstadt 98,26,1996,30,29,2404,26.7,8,0,8,8,0,0,7,0,3.6,3.6,2.1,5.7,61,80,190,0.3,0.0,0.3,0.3,0.3,0.13,0.08,0.21,0.13,0.21,FW,Bundesliga
Ellyes Skhiri,TUN,Eint Frankfurt,28,1995,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10,110,28,0.08,0.08,0.17,0.08,0.17,0.1,0.04,0.14,0.1,0.14,MF,Bundesliga
Oliver Skipp,ENG,Tottenham,22,2000,21,5,707,7.9,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,8,37,25,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,MF,Premier League
Leo Skiri Østigård,NOR,Napoli,23,1999,25,18,1625,18.1,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,13,76,3,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04,DF,Serie A
Łukasz Skorupski,POL,Bologna,32,1991,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Robert Skov,DEN,Hoffenheim,27,1996,25,14,1260,14.0,3,4,7,3,0,0,2,0,1.8,1.8,1.9,3.7,28,71,92,0.21,0.29,0.5,0.21,0.5,0.13,0.14,0.26,0.13,0.26,DF,Bundesliga
Milan Škriniar,SVK,Paris S-G,28,1995,24,17,1629,18.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,5,61,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF,Ligue 1
Naatan Skyttä,FIN,Toulouse,21,2002,8,0,120,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.6,1.1,1,12,12,0.0,0.0,0.0,0.0,0.0,0.4,0.44,0.84,0.36,0.81,MF,Ligue 1
Chris Smalling,ENG,Roma,33,1989,8,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,13,2,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.1,0.01,0.1,DF,Serie A
Adam Smith,ENG,Bournemouth,32,1991,28,25,2150,23.9,0,2,2,0,0,0,6,0,0.1,0.1,1.3,1.4,24,89,28,0.0,0.08,0.08,0.0,0.08,0.0,0.05,0.06,0.0,0.06,DF,Premier League
Emile Smith Rowe,ENG,Arsenal,23,2000,13,3,353,3.9,0,1,1,0,0,0,0,0,2.0,2.0,0.2,2.2,11,23,18,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,MF,Premier League
Hrvoje Smolčić,CRO,Eint Frankfurt,22,2000,11,3,347,3.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0,14,0,0.26,0.0,0.26,0.26,0.26,0.26,0.01,0.27,0.26,0.27,DF,Bundesliga
Cédric Soares,POR,Arsenal,31,1991,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Premier League
Danilo Soares,BRA,Bochum,31,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,DF,Bundesliga
Eduard Sobol,UKR,Strasbourg,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Ligue 1
Rubén Sobrino,ESP,Cádiz,31,1992,32,18,1646,18.3,0,1,1,0,0,0,8,1,1.8,1.8,2.3,4.1,27,34,78,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,MF,La Liga
Andrea Sodero,ITA,Empoli,18,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Serie A
Emran Soglo,ENG,Marseille,18,2005,3,1,109,1.2,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.2,1,3,8,0.83,0.83,1.65,0.83,1.65,0.07,0.13,0.2,0.07,0.2,MF,Ligue 1
Alex Sola,ESP,Alavés,24,1999,29,14,1262,14.0,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40,42,103,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28,FW,La Liga
Alex Sola,ESP,Real Sociedad,24,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,La Liga
Dominic Solanke,ENG,Bournemouth,25,1997,38,37,3325,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3.0,20.3,52,60,184,0.51,0.08,0.6,0.46,0.54,0.53,0.08,0.61,0.47,0.55,FW,Premier League
Ola Solbakken,NOR,Roma,24,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Serie A
Carlos Soler,ESP,Paris S-G,26,1997,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15,74,59,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32,MF,Ligue 1
Jhon Solis,COL,Girona,18,2004,18,2,384,4.3,0,0,0,0,0,0,0,0,1.0,1.0,0.3,1.4,9,22,13,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.32,0.24,0.32,MF,La Liga
Manor Solomon,ISR,Tottenham,24,1999,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0.0,0.9,0.9,0.0,0.9,0.19,0.38,0.56,0.19,0.56,FW,Premier League
Daniele Sommariva,ITA,Genoa,26,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Yann Sommer,SUI,Inter,34,1988,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Brandon Soppy,FRA,Torino,21,2002,5,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,DF,Serie A
David Soria,ESP,Getafe,30,1993,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,La Liga
Alberto Soro,ESP,Granada,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,MF,La Liga
Alessandro Sorrentino,ITA,Monza,21,2002,7,5,548,6.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Borna Sosa,CRO,Stuttgart,25,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.0,0.0,0.0,0.0,0.0,0.06,0.57,0.63,0.06,0.63,FW,Bundesliga
Hugo Sotelo,ESP,Celta Vigo,19,2003,17,8,721,8.0,0,1,1,0,0,0,1,0,0.3,0.3,1.6,1.9,16,55,13,0.0,0.12,0.12,0.0,0.12,0.04,0.19,0.24,0.04,0.24,MF,La Liga
Florian Sotoca,FRA,Lens,32,1990,32,29,2598,28.9,7,6,13,3,4,4,4,1,9.1,5.9,6.5,12.4,56,156,253,0.24,0.21,0.45,0.1,0.31,0.32,0.22,0.54,0.21,0.43,MF,Ligue 1
Riccardo Sottil,ITA,Fiorentina,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41,FW,Serie A
Tomáš Souček,CZE,West Ham,28,1995,37,34,2870,31.9,7,2,9,7,0,0,7,0,6.7,6.7,1.7,8.4,7,86,39,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,MF,Premier League
Matìas Soulé,ARG,Frosinone,20,2003,36,36,3121,34.7,11,3,14,6,5,6,4,0,10.5,5.7,6.6,12.3,115,198,211,0.32,0.09,0.4,0.17,0.26,0.3,0.19,0.49,0.17,0.36,FW,Serie A
Boubakary Soumaré,FRA,Sevilla,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.0,0.0,0.9,1.0,29,102,22,0.0,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,MF,La Liga
Issa Soumaré,SEN,Le Havre,22,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,4,4,18,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.39,0.14,0.39,FW,Ligue 1
Vinicius Souza,BRA,Sheffield Utd,24,1999,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,7,66,21,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,MF,Premier League
Djibril Sow,SUI,Sevilla,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,25,73,45,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14,MF,La Liga
Saidou Sow,GUI,Strasbourg,21,2002,10,8,719,8.0,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,1,24,0,0.0,0.13,0.13,0.0,0.13,0.04,0.06,0.1,0.04,0.1,DF,Ligue 1
Çağlar Söyüncü,TUR,Atlético Madrid,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,La Liga
Djed Spence,ENG,Genoa,22,2000,16,8,859,9.5,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,17,25,31,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,DF,Serie A
Stijn Spierings,NED,Toulouse,27,1996,22,16,1516,16.8,0,1,1,0,0,0,5,0,0.4,0.4,0.6,1.0,16,157,22,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,MF,Ligue 1
Stijn Spierings,NED,Lens,27,1996,4,1,118,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Ligue 1
Leonardo Spinazzola,ITA,Roma,30,1993,24,15,1312,14.6,1,2,3,1,0,0,0,0,0.2,0.2,3.0,3.2,108,52,74,0.07,0.14,0.21,0.07,0.21,0.02,0.21,0.22,0.02,0.22,DF,Serie A
Marco Sportiello,ITA,Milan,31,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Anton Stach,GER,Hoffenheim,24,1998,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49,143,46,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2,MF,Bundesliga
Anton Stach,GER,Mainz 05,24,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.16,0.1,0.16,MF,Bundesliga
Jens Stage,DEN,Werder Bremen,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24,85,60,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24,MF,Bundesliga
Benjamin Stambouli,FRA,Reims,32,1990,7,3,286,3.2,0,1,1,0,0,0,4,0,0.1,0.1,0.1,0.2,2,8,2,0.0,0.31,0.31,0.0,0.31,0.02,0.03,0.05,0.02,0.05,MF,Ligue 1
Josip Stanišić,CRO,Leverkusen,23,2000,20,13,1261,14.0,3,1,4,3,0,0,3,0,0.8,0.8,1.7,2.4,49,92,63,0.21,0.07,0.29,0.21,0.29,0.05,0.12,0.17,0.05,0.17,DF,Bundesliga
Carl Starfelt,SWE,Celta Vigo,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,1.4,1.4,0.2,1.6,5,38,1,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.06,0.06,0.06,DF,La Liga
Niklas Stark,GER,Werder Bremen,28,1995,17,12,1088,12.1,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5,37,1,0.17,0.0,0.17,0.17,0.17,0.02,0.0,0.02,0.02,0.02,DF,Bundesliga
Jason Steele,ENG,Brighton,32,1990,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Pascal Stenzel,GER,Stuttgart,27,1996,23,14,1064,11.8,0,5,5,0,0,0,3,1,0.3,0.3,3.2,3.5,34,85,46,0.0,0.42,0.42,0.0,0.42,0.03,0.27,0.29,0.03,0.29,DF,Bundesliga
Leonidas Stergiou,SUI,Stuttgart,21,2002,15,6,594,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.4,0.8,6,17,22,0.15,0.0,0.15,0.15,0.15,0.05,0.06,0.11,0.05,0.11,DF,Bundesliga
Raheem Sterling,ENG,Chelsea,28,1994,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5,FW,Premier League
Trivante Stewart,JAM,Salernitana,23,2000,4,0,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,0,6,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,FW,Serie A
Angelo Stiller,GER,Hoffenheim,22,2001,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,MF,Bundesliga
Angelo Stiller,GER,Stuttgart,22,2001,31,30,2694,29.9,1,5,6,1,0,0,5,0,1.6,1.6,5.1,6.7,37,220,71,0.03,0.17,0.2,0.03,0.2,0.05,0.17,0.22,0.05,0.22,MF,Bundesliga
Kevin Stöger,AUT,Bochum,29,1993,32,32,2668,29.6,7,10,17,3,4,4,8,0,6.2,3.1,9.9,12.9,81,283,139,0.24,0.34,0.57,0.1,0.44,0.21,0.33,0.54,0.1,0.44,MF,Bundesliga
Filip Stojilković,SUI,Darmstadt 98,23,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,3,10,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,FW,Bundesliga
John Stones,ENG,Manchester City,29,1994,16,12,1064,11.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,16,57,24,0.08,0.0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,DF,Premier League
Thomas Strakosha,ALB,Brentford,28,1995,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Jørgen Strand Larsen,NOR,Celta Vigo,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,14.5,14.5,2.5,17.0,33,25,183,0.41,0.09,0.5,0.41,0.5,0.46,0.08,0.54,0.46,0.54,FW,La Liga
Gabriel Strefezza,BRA,Lecce,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,34,54,81,0.08,0.0,0.08,0.0,0.0,0.2,0.09,0.29,0.14,0.23,FW,Serie A
Kevin Strootman,NED,Genoa,33,1990,27,15,1207,13.4,0,2,2,0,0,0,4,0,0.1,0.1,1.3,1.4,13,61,22,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.1,0.01,0.1,MF,Serie A
Cristhian Stuani,URU,Girona,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,9.6,9.6,1.9,11.5,3,5,24,1.01,0.34,1.34,1.01,1.34,1.08,0.21,1.29,1.08,1.29,FW,La Liga
Álex Suárez,ESP,Las Palmas,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,1.2,1.2,0.2,1.4,12,109,15,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,DF,La Liga
Damián Suárez,URU,Getafe,35,1988,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.3,0.3,0.8,1.2,20,58,47,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,DF,La Liga
Denis Suárez,ESP,Villarreal,29,1994,4,1,133,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,13,7,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24,MF,La Liga
